tender_id,category,region,procurement_method,bid_count,median_bid_ratio,mad,relative_spread,coefficient_of_variation,minimum_bid_ratio,maximum_bid_ratio,peer_median,peer_mad,peer_count,robust_z,tightness_percentile,price_evidence,tightness_score
T00450,LAB_EQUIPMENT,KA-NORTH,OPEN,6,1.01895,0.01331,0.10897,0.03619,0.92986,1.04089,0.07648,0.018280000000000005,19,-1.198807701060972,0.7894736842105263,0.6578947368421053,9.176837661741764
T00499,ELECTRICAL_EQUIPMENT,KA-NORTH,OPEN,7,0.99708,0.03288,0.1326,0.04262,0.93763,1.06985,0.09762,0.027480000000000004,43,-0.8585766654472815,0.7674418604651163,0.6578073089700998,7.541478129713424
T00701,MEDICAL_SUPPLIES,KA-BENGALURU,OPEN,5,0.9824,0.00347,0.13621,0.04355,0.906,1.03982,0.08851,0.034519999999999995,28,-0.932016489775017,0.8214285714285714,0.6571428571428571,7.341604874825637
T01055,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,3,1.00332,0.03609,0.07849,0.03201,0.96723,1.04598,0.09937,0.020879999999999996,45,0.6744907594765952,0.3111111111111111,0.6570679137251376,12.740476493820868
T00398,WATER_INFRASTRUCTURE,KA-NORTH,LIMITED,4,1.01697,0.03941,0.12753,0.05276,0.93121,1.0609,0.10906,0.017939999999999998,8,-0.6944171865960265,0.875,0.65625,7.841292244961969
T00659,FURNITURE,KA-SOUTH,OPEN,4,1.00032,0.03729,0.15384,0.06083,0.89281,1.0467,0.120115,0.025825000000000008,32,-0.8808209434016716,0.875,0.65625,6.500260010400416
T01587,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,4,1.011,0.04594,0.17845,0.06814,0.8947,1.07511,0.10933000000000001,0.026665000000000008,64,-1.7483893228960148,0.875,0.65625,5.603810591202017
T01747,BUILDING_CONSTRUCTION,KA-CENTRAL,LIMITED,4,1.03684,0.01504,0.10925,0.04489,0.94049,1.05377,0.07799500000000001,0.01844500000000001,8,-1.1429226721301688,0.875,0.65625,9.153318077803204
T00935,FURNITURE,KA-SOUTH,OPEN,8,0.99226,0.02108,0.14213,0.04223,0.90028,1.04131,0.120115,0.025825000000000008,32,-0.5749821517861469,0.75,0.65625,7.035812284528249
T02020,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,8,0.98199,0.00905,0.13907,0.041,0.95059,1.08715,0.10991999999999999,0.024564999999999997,36,-0.8003828877973849,0.75,0.65625,7.190623427051126
T00888,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,11,0.97976,0.01624,0.11768,0.03417,0.92524,1.04055,0.09169,0.025990000000000013,43,-0.6744907594765952,0.7209302325581395,0.6553911205073996,8.497620666213459
T01822,CIVIL_MAINTENANCE,KA-NORTH,OPEN,9,0.97217,0.00945,0.0896,0.03886,0.89451,0.98162,0.103015,0.023669999999999997,62,0.38226842156225277,0.3548387096774194,0.6552063388797086,11.160714285714286
T00174,LAB_EQUIPMENT,KA-NORTH,OPEN,9,0.98937,0.01152,0.09993,0.03046,0.95865,1.05752,0.07648,0.018280000000000005,19,-0.8652520957180609,0.7368421052631579,0.6549707602339181,10.007004903432403
T01032,MEDICAL_SUPPLIES,KA-SOUTH,LIMITED,5,0.9925,0.00836,0.09311,0.03543,0.98414,1.07655,0.0684,0.024709999999999996,11,-0.6744907594765952,0.8181818181818182,0.6545454545454547,10.739984964021051
T01475,ELECTRICAL_EQUIPMENT,KA-CENTRAL,LIMITED,5,0.98587,0.02546,0.09972,0.03678,0.96041,1.05873,0.08738,0.00827,11,-1.0064348212746297,0.8181818181818182,0.6545454545454547,10.028078620136382
T00765,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,7,1.00706,0.01804,0.08616,0.02944,0.93833,1.0251,0.10989,0.03468,53,0.46152438645846605,0.3018867924528302,0.6543524390668254,11.606313834726091
T00865,IT_SERVICES,KA-CENTRAL,OPEN,9,0.99418,0.02563,0.1312,0.04367,0.90348,1.03392,0.1033,0.027770000000000003,53,-0.6776482603311851,0.7358490566037735,0.6540880503144654,7.621951219512194
T02026,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,9,1.0164,0.02467,0.14717,0.04797,0.95982,1.1094,0.10989,0.03468,53,-0.7250581174535023,0.7358490566037735,0.6540880503144654,6.794863083508868
T00928,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,7,0.98274,0.0288,0.07972,0.02825,0.95394,1.03228,0.1053,0.03636,59,0.4745179765514661,0.288135593220339,0.6537030598044045,12.54390366281987
T00994,ROAD_CONSTRUCTION,KA-NORTH,OPEN,4,1.01911,0.02842,0.14794,0.05384,0.92309,1.07386,0.10597000000000001,0.02621499999999999,62,-1.079854174145821,0.8709677419354839,0.6532258064516129,6.75949709341625
T01945,BUILDING_CONSTRUCTION,KA-BENGALURU,OPEN,7,0.97188,0.01188,0.12463,0.03539,0.91277,1.0339,0.11302,0.02312,21,-0.33870405352609323,0.7619047619047619,0.653061224489796,8.023750300890637
T02421,IT_SERVICES,TN-NORTH,OPEN,3,0.98934,0.01094,0.07776,0.03372,0.9784,1.05533,0.105455,0.021859999999999997,8,0.8545298071227954,0.125,0.653019871415197,12.860082304526749
T01821,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,8,0.97521,0.03702,0.14531,0.04587,0.92234,1.06405,0.1053,0.03636,59,-0.7421995403371443,0.7457627118644068,0.652542372881356,6.881838827334664
T00926,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,9,1.00133,0.03701,0.11442,0.03951,0.94762,1.06219,0.09937,0.020879999999999996,45,-0.48616311925875266,0.7333333333333333,0.6518518518518518,8.739730816290859
T00897,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,5,0.99701,0.01586,0.07016,0.02537,0.98115,1.0511,0.09169,0.025990000000000013,43,0.5587451347260901,0.2558139534883721,0.6516472705715698,14.253135689851767
T00011,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,5,1.00555,0.04908,0.15471,0.05274,0.93739,1.09296,0.11566,0.02932,70,-0.8983241527135415,0.8142857142857143,0.6514285714285715,6.46370628918622
T02124,BUILDING_CONSTRUCTION,KA-NORTH,OPEN,3,0.97238,0.00916,0.06451,0.02802,0.96322,1.02594,0.10989,0.03468,53,0.8825948865354063,0.09433962264150944,0.6512896727846106,15.501472639900792
T02343,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,5,1.0218,0.03016,0.12369,0.04254,0.94227,1.06865,0.09169,0.025990000000000013,43,-0.8304618816179697,0.813953488372093,0.6511627906976745,8.08472794890452
T02197,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,5,1.01352,0.04336,0.15164,0.05184,0.95179,1.10548,0.11693,0.029219999999999996,59,-0.8012174627458117,0.8135593220338984,0.6508474576271187,6.594566077552098
T00619,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,8,0.99715,0.02184,0.09823,0.03014,0.94697,1.04492,0.11566,0.02932,70,0.4009677332086308,0.34285714285714286,0.650846766557552,10.180189351521939
T00445,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,3,0.97676,0.07869,0.20881,0.08737,0.8515,1.05545,0.10822999999999999,0.01692000000000001,42,-4.009472847999758,0.9761904761904762,0.6507936507936508,4.789042670370193
T02306,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,8,1.00597,0.01806,0.09297,0.02943,0.94951,1.04304,0.10991999999999999,0.024564999999999997,36,0.46540274264719256,0.2777777777777778,0.6502829553718491,10.756157900397978
T00699,FURNITURE,KA-BENGALURU,OPEN,5,1.00195,0.05735,0.14164,0.05281,0.91739,1.0593,0.11214,0.017980000000000003,16,-1.1066450169387956,0.8125,0.65,7.060152499293985
T00041,ROAD_CONSTRUCTION,KA-SOUTH,LIMITED,7,0.9923,0.00434,0.05629,0.02196,0.94185,0.99771,0.06523,0.014189999999999994,9,0.4249434383171784,0.3333333333333333,0.6499515185575815,17.765144785930005
T00736,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,3,1.02294,0.02891,0.06379,0.02616,0.98659,1.05185,0.1053,0.03636,59,0.7700250667181923,0.2033898305084746,0.648943264817778,15.676438313215238
T00365,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,5,0.95681,0.04565,0.13425,0.0534,0.87401,1.00246,0.10079,0.02248,42,-1.003935089505644,0.8095238095238095,0.6476190476190476,7.448789571694599
T01253,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,9,1.01513,0.02591,0.13546,0.04488,0.93753,1.07504,0.11566,0.02932,70,-0.455488302784331,0.7285714285714285,0.6476190476190475,7.382253063635021
T00478,FURNITURE,KA-NORTH,OPEN,5,1.00366,0.02992,0.08613,0.03053,0.94714,1.03359,0.1018,0.020879999999999996,33,0.5061911015803761,0.30303030303030304,0.6473771236885434,11.610356437942645
T00596,MEDICAL_SUPPLIES,KA-NORTH,OPEN,3,1.06333,0.00343,0.08352,0.03965,0.97795,1.06676,0.11554500000000001,0.030324999999999998,58,0.712302277732497,0.25862068965517243,0.6472819782584464,11.973180076628353
T01803,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,8,1.02385,0.0348,0.11244,0.03779,0.97395,1.08907,0.0943,0.022679999999999992,73,-0.5394736497753723,0.7397260273972602,0.6472602739726027,8.893632159373889
T01824,IT_SERVICES,KA-NORTH,OPEN,12,1.00186,0.01802,0.1164,0.03044,0.95794,1.07455,0.09833,0.02729000000000001,51,-0.4466122397853453,0.7058823529411765,0.6470588235294118,8.59106529209622
T00567,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,7,1.024,0.03143,0.12328,0.04123,0.93389,1.06013,0.09419,0.027749999999999997,53,-0.7070607637179878,0.7547169811320755,0.646900269541779,8.111615833874108
T00766,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,7,1.00509,0.01956,0.13414,0.04221,0.93399,1.06881,0.10953,0.024610000000000007,53,-0.6744907594765952,0.7547169811320755,0.646900269541779,7.454897867899209
T00195,IT_SERVICES,KA-NORTH,LIMITED,3,0.93022,0.00249,0.06808,0.03083,0.92773,0.99105,0.083355,0.016184999999999998,6,0.6365675842449794,0.3333333333333333,0.6466006117188752,14.688601645123384
T00027,ELECTRICAL_EQUIPMENT,KA-SOUTH,OPEN,3,1.00368,0.00253,0.06194,0.02809,1.00115,1.06333,0.09169,0.025990000000000013,43,0.7720700305667061,0.19767441860465115,0.6464962994475716,16.144656118824667
T00595,FURNITURE,KA-NORTH,OPEN,9,0.99008,0.01559,0.11815,0.03168,0.90995,1.02693,0.1018,0.020879999999999996,33,-0.5281572757395755,0.7272727272727273,0.6464646464646464,8.463817181548878
T02449,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,8,0.99627,0.02072,0.12665,0.03567,0.94644,1.07262,0.10822999999999999,0.01692000000000001,42,-0.7342860395720384,0.7380952380952381,0.6458333333333334,7.895775759968416
T00384,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,8,0.98504,0.03652,0.12061,0.03881,0.93726,1.05607,0.09694,0.028469999999999995,61,-0.5607726124626277,0.7377049180327869,0.6454918032786886,8.291186468783684
T01452,ROAD_CONSTRUCTION,KA-NORTH,OPEN,5,1.03685,0.02015,0.14332,0.05718,0.9084,1.057,0.10597000000000001,0.02621499999999999,62,-0.9609853086572893,0.8064516129032258,0.6451612903225806,6.977393245883338
T02005,BUILDING_CONSTRUCTION,KA-NORTH,LIMITED,3,0.97368,0.00025,0.04613,0.02136,0.97344,1.01836,0.08109,0.031305,14,0.7532405989874387,0.21428571428571427,0.645017542182102,21.67786689789725
T02045,IT_SERVICES,KA-CENTRAL,OPEN,6,0.99313,0.02512,0.13667,0.04391,0.91417,1.04991,0.1033,0.027770000000000003,53,-0.810506180905077,0.7735849056603774,0.6446540880503145,7.316894709885124
T01919,MEDICAL_SUPPLIES,KA-NORTH,OPEN,7,1.02608,0.02912,0.09958,0.0341,0.96274,1.06491,0.11554500000000001,0.030324999999999998,58,0.35509464056203954,0.39655172413793105,0.6442683125999749,10.04217714400482
T02336,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,8,1.00361,0.03487,0.1312,0.04187,0.92432,1.05599,0.10953,0.024610000000000007,53,-0.5939136431474125,0.7358490566037735,0.6438679245283019,7.621951219512194
T00529,WATER_INFRASTRUCTURE,KA-NORTH,LIMITED,4,1.00685,0.03268,0.09954,0.03853,0.9505,1.05072,0.10906,0.017939999999999998,8,0.3579237475037451,0.5,0.6434428106278088,10.046212577858148
T00883,FURNITURE,KA-SOUTH,OPEN,3,1.00485,0.03618,0.09154,0.0379,0.94905,1.04103,0.120115,0.025825000000000008,32,0.7463145576783622,0.21875,0.6433763717855748,10.924186148131964
T01034,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,3,0.98239,0.01129,0.07845,0.03397,0.9711,1.04817,0.09937,0.020879999999999996,45,0.6757828873683127,0.28888888888888886,0.6431145175048011,12.746972594008922
T01878,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,6,1.02167,0.03205,0.14919,0.04797,0.95414,1.10656,0.11566,0.02932,70,-0.7713395349676069,0.7714285714285715,0.6428571428571429,6.702862122126148
T01332,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,7,0.99515,0.03638,0.12898,0.04096,0.9333,1.06165,0.10933000000000001,0.026665000000000008,64,-0.4970464437920529,0.75,0.6428571428571429,7.753140021708791
T01463,IT_SERVICES,TN-NORTH,OPEN,7,0.99213,0.03151,0.12761,0.03983,0.93193,1.05853,0.105455,0.021859999999999997,8,-0.6835929906772176,0.75,0.6428571428571429,7.836376459525115
T00641,VEHICLE_SUPPLIES,KA-CENTRAL,LIMITED,4,1.04355,0.0227,0.103,0.03801,0.97314,1.08062,0.09132,0.011679999999999996,7,-0.6744907594765952,0.8571428571428571,0.6428571428571428,9.708737864077671
T00920,CIVIL_MAINTENANCE,KA-BENGALURU,OPEN,4,0.99505,0.04593,0.14248,0.05473,0.93351,1.07529,0.1076,0.03349,14,-0.7024854491055132,0.8571428571428571,0.6428571428571428,7.018528916339135
T01504,IT_SERVICES,KA-BENGALURU,OPEN,4,1.04213,0.02926,0.12218,0.04586,0.95835,1.08568,0.08701500000000001,0.018524999999999993,14,-1.2803491258836421,0.8571428571428571,0.6428571428571428,8.18464560484531
T02113,BUILDING_CONSTRUCTION,KA-NORTH,LIMITED,4,1.00633,0.03899,0.12536,0.04928,0.93007,1.05623,0.08109,0.031305,14,-0.9538318454569198,0.8571428571428571,0.6428571428571428,7.97702616464582
T02120,ELECTRICAL_EQUIPMENT,KA-CENTRAL,OPEN,4,0.96327,0.00961,0.14367,0.05586,0.94534,1.08373,0.10079,0.02248,42,-1.2865731212791989,0.8571428571428571,0.6428571428571428,6.960395350455906
T00217,IT_SERVICES,KA-CENTRAL,OPEN,8,1.00388,0.01376,0.08782,0.02574,0.97985,1.06801,0.1033,0.027770000000000003,53,0.3759854863773028,0.3584905660377358,0.6426665458631589,11.386927806877704
T00073,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,8,1.01649,0.00827,0.12776,0.03854,0.95022,1.08008,0.10933000000000001,0.026665000000000008,64,-0.46618656280343695,0.734375,0.642578125,7.827175954915465
T00951,WATER_INFRASTRUCTURE,TN-NORTH,OPEN,9,1.01744,0.03018,0.08125,0.02739,0.96594,1.04861,0.08832999999999999,0.021425000000000007,8,0.22288889508024667,0.5,0.642567906737997,12.307692307692307
T02262,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,10,1.01308,0.02752,0.11691,0.03432,0.98428,1.10272,0.09694,0.028469999999999995,61,-0.4731148741393611,0.7131147540983607,0.6418032786885246,8.553588230262594
T00482,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,3,0.92527,0.02036,0.18555,0.07904,0.90491,1.0766,0.09419,0.027749999999999997,53,-2.2205937220101526,0.9622641509433962,0.6415094339622642,5.3893829156561575
T01319,LAB_EQUIPMENT,KA-SOUTH,OPEN,9,1.0135,0.02157,0.08541,0.02611,0.98228,1.06885,0.09267500000000001,0.01473999999999999,18,0.3324406626592587,0.3888888888888889,0.6411818235983534,11.708230886313078
T01847,ROAD_CONSTRUCTION,KA-NORTH,OPEN,9,1.01134,0.03589,0.09553,0.03501,0.96432,1.06093,0.10597000000000001,0.02621499999999999,62,0.2686127609740858,0.45161290322580644,0.6402005903999043,10.467915837956662
T00289,FURNITURE,KA-NORTH,LIMITED,5,1.00078,0.03613,0.16034,0.05463,0.90734,1.0678,0.081065,0.061290000000000004,10,-0.8724140146436138,0.8,0.6400000000000001,6.236746912810278
T01070,CIVIL_MAINTENANCE,KA-SOUTH,LIMITED,5,0.98452,0.00902,0.10025,0.03983,0.9755,1.0742,0.07109499999999999,0.03572999999999999,10,-0.5503716230769703,0.8,0.6400000000000001,9.97506234413965
T01650,ROAD_CONSTRUCTION,KA-NORTH,TWO_STAGE,5,0.98946,0.05732,0.17135,0.06545,0.92364,1.09318,0.1323,0.0464,5,-0.567647934430195,0.8,0.6400000000000001,5.836008170411438
T01830,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,5,0.97803,0.04223,0.1188,0.04746,0.9358,1.05199,0.09937,0.020879999999999996,45,-0.6276511234018318,0.8,0.6400000000000001,8.417508417508417
T01973,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,5,1.01417,0.01022,0.08837,0.02855,0.9687,1.05833,0.09937,0.020879999999999996,45,0.3553351702223442,0.4444444444444444,0.6398236917334309,11.316057485572026
T01563,VEHICLE_SUPPLIES,KA-NORTH,OPEN,8,1.01085,0.05334,0.13361,0.04758,0.94915,1.08421,0.12007000000000001,0.019319999999999997,26,-0.47270211611351437,0.7307692307692307,0.6394230769230769,7.48446972531996
T02352,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,6,0.99846,0.03968,0.11497,0.04167,0.94597,1.06076,0.0943,0.022679999999999992,73,-0.6147144620097545,0.7671232876712328,0.639269406392694,8.697921196833956
T02222,CIVIL_MAINTENANCE,KA-NORTH,OPEN,9,1.00038,0.01712,0.0908,0.02765,0.95617,1.047,0.103015,0.023669999999999997,62,0.3480737062529195,0.3709677419354839,0.6391479539452474,11.013215859030836
T00081,ROAD_CONSTRUCTION,KA-NORTH,OPEN,10,1.00885,0.02529,0.12763,0.03325,0.93065,1.05941,0.10597000000000001,0.02621499999999999,62,-0.5572942914462349,0.7096774193548387,0.6387096774193549,7.835148476063622
T01137,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,5,0.99597,0.01735,0.07639,0.02665,0.95253,1.02861,0.09694,0.028469999999999995,61,0.4868558169035488,0.3114754098360656,0.6386649813916915,13.090718680455558
T01277,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,8,1.00308,0.0347,0.08359,0.0325,0.95916,1.04301,0.0943,0.022679999999999992,73,0.3185095253083922,0.410958904109589,0.6382848757407336,11.963153487259241
T01865,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,5,1.01989,0.03364,0.14098,0.0506,0.98626,1.13005,0.10933000000000001,0.026665000000000008,64,-0.800586256794833,0.796875,0.6375000000000001,7.093204709887928
T00810,IT_SERVICES,KA-CENTRAL,OPEN,4,0.98501,0.01076,0.08074,0.03183,0.97218,1.05171,0.1033,0.027770000000000003,53,0.5479478406118827,0.3018867924528302,0.6373759747985346,12.385434728758979
T01267,BUILDING_CONSTRUCTION,KA-SOUTH,OPEN,9,1.01696,0.01681,0.12886,0.03956,0.99579,1.12684,0.10953,0.024610000000000007,53,-0.5297808362731646,0.7169811320754716,0.6373165618448636,7.760360080707745
T00940,BUILDING_CONSTRUCTION,KA-CENTRAL,OPEN,7,0.98172,0.00753,0.13551,0.04428,0.97234,1.10537,0.11566,0.02932,70,-0.45663852577116,0.7428571428571429,0.6367346938775511,7.3795291860379315
T02314,FURNITURE,KA-CENTRAL,OPEN,7,1.01572,0.04167,0.13458,0.04522,0.9207,1.0574,0.09752,0.03523000000000001,35,-0.7095267540789842,0.7428571428571429,0.6367346938775511,7.43052459503641
T02153,CIVIL_MAINTENANCE,KA-NORTH,OPEN,7,1.02779,0.01757,0.12063,0.04263,0.92138,1.04536,0.103015,0.023669999999999997,62,-0.5019499251449189,0.7419354838709677,0.6359447004608295,8.289811821271657
T01381,IT_SERVICES,KA-NORTH,OPEN,8,0.97453,0.0384,0.11956,0.04438,0.92987,1.04638,0.09833,0.02729000000000001,51,-0.5247137714799601,0.7254901960784313,0.6348039215686274,8.364001338240215
T01765,WATER_INFRASTRUCTURE,KA-BENGALURU,OPEN,5,0.98921,0.03381,0.07819,0.03164,0.94669,1.02403,0.098545,0.03149,14,0.4359879139138169,0.35714285714285715,0.6345046168453393,12.78935925310142
T02432,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,5,1.00471,0.02718,0.07592,0.02866,0.97753,1.05381,0.09694,0.028469999999999995,61,0.4979907187986664,0.29508196721311475,0.634458148809425,13.171759747102213
T01480,CIVIL_MAINTENANCE,KA-SOUTH,LIMITED,3,1.03585,0.00695,0.03129,0.01353,1.01039,1.0428,0.07109499999999999,0.03572999999999999,10,0.7514163078915722,0.2,0.6342775385943816,31.95909236177693
T01020,CIVIL_MAINTENANCE,KA-SOUTH,OPEN,9,0.99415,0.0345,0.11691,0.03552,0.92859,1.04481,0.09694,0.028469999999999995,61,-0.4731148741393611,0.7131147540983607,0.633879781420765,8.553588230262594
T00843,CIVIL_MAINTENANCE,KA-NORTH,OPEN,8,0.97697,0.01273,0.0912,0.02698,0.94779,1.03689,0.103015,0.023669999999999997,62,0.3366754678164752,0.3870967741935484,0.6333007117587707,10.964912280701753
T00165,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,3,1.01748,0.04361,0.08753,0.03572,0.97387,1.06293,0.11693,0.029219999999999996,59,0.6786457333542748,0.2711864406779661,0.6332214493548273,11.424654404204274
T01872,CIVIL_MAINTENANCE,KA-CENTRAL,OPEN,9,1.00908,0.02062,0.11171,0.03148,0.94665,1.05937,0.0943,0.022679999999999992,73,-0.517763850197863,0.7123287671232876,0.6331811263318112,8.951750067138125
T00375,WATER_INFRASTRUCTURE,KA-CENTRAL,OPEN,3,1.05167,0.02578,0.17429,0.08039,0.89415,1.07744,0.11693,0.029219999999999996,59,-1.3240516756871152,0.9491525423728814,0.632768361581921,5.7375638303976135
T01436,ROAD_CONSTRUCTION,KA-CENTRAL,OPEN,9,0.99527,0.02791,0.13885,0.04443,0.942,1.08019,0.1053,0.03636,59,-0.6223642733894325,0.711864406779661,0.6327683615819208,7.2020165646380985
T01041,IT_SERVICES,KA-CENTRAL,OPEN,6,0.98125,0.02,0.08604,0.02913,0.92576,1.01019,0.1033,0.027770000000000003,53,0.4192189596170699,0.33962264150943394,0.6323680009387532,11.622501162250115
T01997,MEDICAL_SUPPLIES,KA-SOUTH,OPEN,9,0.98184,0.02791,0.11373,0.03246,0.93272,1.04438,0.09937,0.020879999999999996,45,-0.4638739131266239,0.7111111111111111,0.6320987654320988,8.792754770069463
T00868,LAB_EQUIPMENT,KA-SOUTH,OPEN,8,0.97541,0.0207,0.09425,0.03236,0.94654,1.03847,0.09267500000000001,0.01473999999999999,18,-0.07207075618559251,0.7222222222222222,0.6319444444444444,10.610079575596817
T01600,WATER_INFRASTRUCTURE,KA-SOUTH,OPEN,8,1.01461,0.02238,0.12748,0.04304,0.92795,1.0573,0.10991999999999999,0.024564999999999997,36,-0.48215174990470294,0.7222222222222222,0.6319444444444444,7.844367743959836
T00281,CIVIL_MAINTENANCE,KA-CENTRAL,LIMITED,5,0.99028,0.02927,0.12634,0.04432,0.91529,1.0404,0.08912,0.02513,19,-0.9989871097381168,0.7894736842105263,0.6315789473684211,7.91514959632737
T00931,ROAD_CONSTRUCTION,TN-NORTH,OPEN,3,1.01297,0.03197,0.07401,0.03021,0.981,1.05597,0.10751,0.03349999999999999,11,0.6744907594765952,0.2727272727272727,0.631478688135912,13.511687609782461
T01282,MEDICAL_SUPPLIES,KA-CENTRAL,OPEN,7,1.0227,0.0301,0.12213,0.04503,0.9279,1.0528,0.09419,0.027749999999999997,53,-0.679108894406345,0.7358490566037735,0.6307277628032345,8.187996397281585
T00793,IT_SERVICES,KA-SOUTH,OPEN,6,1.01703,0.03498,0.12319,0.04178,0.94059,1.06587,0.09166,0.02535000000000001,37,-0.8389228262839066,0.7567567567567568,0.6306306306306307,8.117542008279893
T00160,ROAD_CONSTRUCTION,KA-NORTH,OPEN,11,0.99576,0.03152,0.1272,0.0404,0.92447,1.05114,0.10597000000000001,0.02621499999999999,62,-0.5462307390306359,0.6935483870967742,0.6304985337243402,7.861635220125786
T00327,FURNITURE,KA-CENTRAL,OPEN,7,1.03045,0.01602,0.0785,0.02337,0.98731,1.0682,0.09752,0.03523000000000001,35,0.3641445996379459,0.37142857142857144,0.6304912894855863,12.738853503184714
T01622,ELECTRICAL_EQUIPMENT,KA-BENGALURU,OPEN,9,1.00918,0.0245,0.0914,0.02983,0.94211,1.03435,0.10288,0.023164999999999998,16,0.33426090735123315,0.375,0.6304541398677628,10.940919037199125
T02303,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,9,1.00692,0.015,0.09821,0.03,0.95711,1.056,0.10822999999999999,0.01692000000000001,42,0.3994324710375574,0.30952380952380953,0.6301833604989928,10.182262498727217
T01241,CIVIL_MAINTENANCE,KA-NORTH,OPEN,4,0.9765,0.03236,0.13527,0.04806,0.90577,1.03787,0.103015,0.023669999999999997,62,-0.9191254519187826,0.8387096774193549,0.6290322580645161,7.392622163081245
T00654,ROAD_CONSTRUCTION,KA-SOUTH,OPEN,8,1.00665,0.02099,0.12647,0.04277,0.90411,1.03142,0.10933000000000001,0.026665000000000008,64,-0.4335560329056377,0.71875,0.62890625,7.907013520993121
T00338,ROAD_CONSTRUCTION,AP-SOUTH,OPEN,5,0.98516,0.00492,0.12994,0.049,0.87111,0.99912,0.12472,0.013115000000000002,14,-0.26845915093159195,0.7857142857142857,0.6285714285714286,7.695859627520394
T00362,WATER_INFRASTRUCTURE,KA-NORTH,OPEN,5,1.00887,0.0065,0.12797,0.05093,0.88626,1.01537,0.10822999999999999,0.01692000000000001,42,-0.7869058860560275,0.7857142857142857,0.6285714285714286,7.814331483941549
T01590,MEDICAL_SUPPLIES,KA-CENTRAL,LIMITED,5,1.00173,0.04221,0.12583,0.05396,0.91789,1.04394,0.11796999999999999,0.02194999999999999,14,-0.24152607605858972,0.7857142857142857,0.6285714285714286,7.947230390209012
