vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score
V0271,V0470,3,24,33,0.317,9.47,0.0035126337581750915,2.454
V0255,V0397,3,33,24,0.317,9.47,0.0035126337581750915,2.454
V0056,V0129,3,17,47,0.32,9.387,0.003521280284563707,2.453
V0402,V0419,4,29,56,0.65,6.158,0.003536636750061182,2.451
V0185,V0224,3,19,42,0.319,9.398,0.0035443785493109573,2.45
V0195,V0473,3,42,19,0.319,9.398,0.0035443785493109573,2.45
V0224,V0353,3,42,19,0.319,9.398,0.0035443785493109573,2.45
V0195,V0388,3,42,19,0.319,9.398,0.0035443785493109573,2.45
V0213,V0485,3,19,42,0.319,9.398,0.0035443785493109573,2.45
V0123,V0280,4,45,36,0.648,6.173,0.0035455653238865427,2.45
V0338,V0383,4,45,36,0.648,6.173,0.0035455653238865427,2.45
V0291,V0365,3,38,21,0.319,9.398,0.0035686985012856783,2.447
V0159,V0430,3,40,20,0.32,9.375,0.003583439609244391,2.446
V0064,V0430,3,40,20,0.32,9.375,0.003583439609244391,2.446
V0092,V0281,3,20,40,0.32,9.375,0.003583439609244391,2.446
V0072,V0300,3,58,14,0.325,9.236,0.0035978546860770087,2.444
V0072,V0372,3,58,14,0.325,9.236,0.0035978546860770087,2.444
V0133,V0304,4,37,44,0.651,6.143,0.0036127579695799657,2.442
V0197,V0453,3,25,32,0.32,9.375,0.003620090578604035,2.441
V0197,V0294,3,25,32,0.32,9.375,0.003620090578604035,2.441
V0051,V0059,4,51,32,0.653,6.127,0.0036252124175047916,2.441
V0016,V0379,5,50,53,1.06,4.717,0.0036338164084220776,2.44
V0066,V0244,5,53,50,1.06,4.717,0.0036338164084220776,2.44
V0088,V0218,4,38,43,0.654,6.12,0.003663714628277938,2.436
V0188,V0201,4,43,38,0.654,6.12,0.003663714628277938,2.436
V0127,V0352,4,43,38,0.654,6.12,0.003663714628277938,2.436
V0434,V0454,4,38,43,0.654,6.12,0.003663714628277938,2.436
V0019,V0182,3,23,35,0.322,9.317,0.0036759133635991606,2.435
V0151,V0310,3,23,35,0.322,9.317,0.0036759133635991606,2.435
V0384,V0539,3,45,18,0.324,9.259,0.003682488687163906,2.434
V0138,V0363,3,18,45,0.324,9.259,0.003682488687163906,2.434
V0395,V0469,3,26,31,0.322,9.305,0.003701983931129551,2.432
V0005,V0484,3,31,26,0.322,9.305,0.003701983931129551,2.432
V0004,V0166,3,26,31,0.322,9.305,0.003701983931129551,2.432
V0034,V0451,4,53,31,0.657,6.086,0.003708385066111537,2.431
V0043,V0296,3,51,16,0.326,9.191,0.0037150865413503064,2.43
V0215,V0497,3,51,16,0.326,9.191,0.0037150865413503064,2.43
V0098,V0215,3,16,51,0.326,9.191,0.0037150865413503064,2.43
V0043,V0194,3,51,16,0.326,9.191,0.0037150865413503064,2.43
V0003,V0230,4,40,41,0.656,6.098,0.003715155553912481,2.43
V0281,V0504,4,40,41,0.656,6.098,0.003715155553912481,2.43
V0242,V0281,4,41,40,0.656,6.098,0.003715155553912481,2.43
V0159,V0346,4,40,41,0.656,6.098,0.003715155553912481,2.43
V0242,V0413,4,41,40,0.656,6.098,0.003715155553912481,2.43
V0381,V0426,4,41,40,0.656,6.098,0.003715155553912481,2.43
V0357,V0547,3,17,48,0.326,9.191,0.003740218995960945,2.427
V0129,V0162,4,47,35,0.658,6.079,0.003747465305499664,2.426
V0129,V0336,4,47,35,0.658,6.079,0.003747465305499664,2.426
V0129,V0433,4,47,35,0.658,6.079,0.003747465305499664,2.426
V0289,V0478,3,27,30,0.324,9.259,0.003757201489177214,2.425
V0063,V0199,3,30,27,0.324,9.259,0.003757201489177214,2.425
V0200,V0329,3,30,27,0.324,9.259,0.003757201489177214,2.425
V0478,V0483,4,30,55,0.66,6.061,0.0037580061519732846,2.425
V0047,V0079,4,55,30,0.66,6.061,0.0037580061519732846,2.425
V0415,V0517,3,29,28,0.325,9.236,0.0037849973782440854,2.422
V0142,V0380,3,29,28,0.325,9.236,0.0037849973782440854,2.422
V0380,V0532,3,28,29,0.325,9.236,0.0037849973782440854,2.422
V0133,V0386,3,37,22,0.326,9.214,0.0037877975542063755,2.422
V0417,V0514,3,37,22,0.326,9.214,0.0037877975542063755,2.422
V0127,V0473,3,43,19,0.327,9.18,0.0037919064158882434,2.421
V0389,V0531,3,19,43,0.327,9.18,0.0037919064158882434,2.421
V0254,V0473,3,43,19,0.327,9.18,0.0037919064158882434,2.421
V0050,V0134,3,55,15,0.33,9.091,0.00380232308311659,2.42
V0302,V0403,3,24,34,0.326,9.191,0.0038283525387224743,2.417
V0276,V0412,3,41,20,0.328,9.146,0.0038466267146512034,2.415
V0211,V0276,3,20,41,0.328,9.146,0.0038466267146512034,2.415
V0014,V0301,4,46,36,0.662,6.039,0.00384362149969158,2.415
V0228,V0263,4,34,49,0.666,6.002,0.003921234699909128,2.407
V0178,V0403,4,49,34,0.666,6.002,0.003921234699909128,2.407
V0249,V0363,4,37,45,0.666,6.006,0.003923523955912042,2.406
V0274,V0363,4,37,45,0.666,6.006,0.003923523955912042,2.406
V0219,V0274,4,45,37,0.666,6.006,0.003923523955912042,2.406
V0008,V0178,3,17,49,0.333,9.004,0.003967372373528063,2.401
V0178,V0521,3,49,17,0.333,9.004,0.003967372373528063,2.401
V0184,V0454,5,63,43,1.084,4.614,0.003983616882719089,2.4
V0019,V0153,3,23,36,0.331,9.058,0.003986073791444232,2.399
V0122,V0151,3,36,23,0.331,9.058,0.003986073791444232,2.399
V0053,V0404,4,44,38,0.669,5.981,0.003986440133365101,2.399
V0201,V0304,4,38,44,0.669,5.981,0.003986440133365101,2.399
V0080,V0454,4,39,43,0.671,5.963,0.004031794733186449,2.395
V0342,V0531,4,39,43,0.671,5.963,0.004031794733186449,2.395
V0185,V0438,3,19,44,0.334,8.971,0.0040498182800449275,2.393
V0059,V0362,3,32,26,0.333,9.014,0.004056855125406789,2.392
V0150,V0453,3,26,32,0.333,9.014,0.004056855125406789,2.392
V0059,V0468,3,32,26,0.333,9.014,0.004056855125406789,2.392
V0159,V0224,4,40,42,0.672,5.952,0.00405917387142471,2.392
V0224,V0320,4,42,40,0.672,5.952,0.00405917387142471,2.392
V0424,V0509,4,40,42,0.672,5.952,0.00405917387142471,2.392
V0256,V0485,4,40,42,0.672,5.952,0.00405917387142471,2.392
V0195,V0281,4,42,40,0.672,5.952,0.00405917387142471,2.392
V0381,V0525,4,41,41,0.672,5.949,0.004068328039354994,2.391
V0043,V0437,4,51,33,0.673,5.942,0.004063700311203153,2.391
V0255,V0332,4,33,51,0.673,5.942,0.004063700311203153,2.391
V0215,V0392,4,51,33,0.673,5.942,0.004063700311203153,2.391
V0029,V0051,4,33,51,0.673,5.942,0.004063700311203153,2.391
V0335,V0373,3,38,22,0.334,8.971,0.004089058751972335,2.388
V0087,V0291,3,22,38,0.334,8.971,0.004089058751972335,2.388
V0195,V0211,3,42,20,0.336,8.929,0.004121397774051429,2.385
V0345,V0371,3,27,31,0.335,8.961,0.004129920005998934,2.384
V0114,V0289,3,31,27,0.335,8.961,0.004129920005998934,2.384
V0005,V0326,3,31,27,0.335,8.961,0.004129920005998934,2.384
V0005,V0422,3,31,27,0.335,8.961,0.004129920005998934,2.384
V0011,V0365,3,40,21,0.336,8.929,0.00413457604771726,2.384
V0035,V0277,4,24,71,0.682,5.869,0.004129788068480166,2.384
V0010,V0505,4,96,18,0.691,5.787,0.004128564378187376,2.384
V0055,V0066,3,16,53,0.339,8.844,0.004146445113622093,2.382
V0098,V0502,3,16,53,0.339,8.844,0.004146445113622093,2.382
V0040,V0302,3,35,24,0.336,8.929,0.004160947102627887,2.381
V0377,V0458,3,24,35,0.336,8.929,0.004160947102627887,2.381
V0397,V0458,3,24,35,0.336,8.929,0.004160947102627887,2.381
V0302,V0433,3,24,35,0.336,8.929,0.004160947102627887,2.381
V0025,V0181,3,61,14,0.342,8.782,0.0041548195440265796,2.381
V0129,V0383,4,47,36,0.677,5.91,0.004158314498865127,2.381
V0129,V0495,4,47,36,0.677,5.91,0.004158314498865127,2.381
V0340,V0418,3,47,18,0.338,8.865,0.004170160661999178,2.38
V0129,V0539,3,47,18,0.338,8.865,0.004170160661999178,2.38
V0066,V0082,4,53,32,0.678,5.896,0.004172267412791032,2.38
V0510,V0517,3,30,28,0.336,8.929,0.004174139825180287,2.379
V0313,V0366,3,28,30,0.336,8.929,0.004174139825180287,2.379
V0142,V0530,3,29,29,0.336,8.918,0.004188943367667827,2.378
V0142,V0402,3,29,29,0.336,8.918,0.004188943367667827,2.378
V0186,V0530,3,29,29,0.336,8.918,0.004188943367667827,2.378
V0307,V0351,3,50,17,0.34,8.824,0.004202839150227304,2.376
V0093,V0244,4,34,50,0.68,5.882,0.004221416129744572,2.375
V0414,V0513,4,31,55,0.682,5.865,0.0042449590873534825,2.372
V0197,V0228,3,25,34,0.34,8.824,0.004310172597227834,2.366
V0044,V0081,3,34,25,0.34,8.824,0.004310172597227834,2.366
V0019,V0220,3,23,37,0.34,8.813,0.004311813324049281,2.365
V0390,V0472,3,23,37,0.34,8.813,0.004311813324049281,2.365
V0363,V0548,3,45,19,0.342,8.772,0.004318251444073366,2.365
V0219,V0473,3,45,19,0.342,8.772,0.004318251444073366,2.365
V0146,V0338,3,19,45,0.342,8.772,0.004318251444073366,2.365
V0338,V0344,4,45,38,0.684,5.848,0.004327985096681707,2.364
V0028,V0088,4,45,38,0.684,5.848,0.004327985096681707,2.364
V0028,V0404,4,45,38,0.684,5.848,0.004327985096681707,2.364
V0338,V0434,4,45,38,0.684,5.848,0.004327985096681707,2.364
V0355,V0528,4,69,25,0.69,5.797,0.0043399160598512785,2.363
V0040,V0178,4,35,49,0.686,5.831,0.004363955777378544,2.36
V0263,V0458,4,49,35,0.686,5.831,0.004363955777378544,2.36
V0023,V0080,4,44,39,0.686,5.828,0.004385560611792964,2.358
V0175,V0259,3,22,39,0.343,8.741,0.004404602596558996,2.356
V0007,V0076,3,39,22,0.343,8.741,0.004404602596558996,2.356
V0254,V0546,3,43,20,0.344,8.721,0.004407911998541155,2.356
V0046,V0298,3,20,43,0.344,8.721,0.004407911998541155,2.356
V0117,V0298,3,20,43,0.344,8.721,0.004407911998541155,2.356
V0214,V0454,3,20,43,0.344,8.721,0.004407911998541155,2.356
V0188,V0284,3,43,20,0.344,8.721,0.004407911998541155,2.356
V0069,V0072,3,15,58,0.348,8.621,0.00442370175523882,2.354
V0127,V0413,4,43,40,0.688,5.814,0.0044242290479348375,2.354
V0003,V0188,4,40,43,0.688,5.814,0.0044242290479348375,2.354
V0359,V0531,4,40,43,0.688,5.814,0.0044242290479348375,2.354
V0255,V0496,3,33,26,0.343,8.741,0.004431856776409638,2.353
V0150,V0464,3,26,33,0.343,8.741,0.004431856776409638,2.353
V0308,V0459,3,41,21,0.344,8.711,0.00443692284743662,2.353
V0346,V0476,3,41,21,0.344,8.711,0.00443692284743662,2.353
V0043,V0358,3,51,17,0.347,8.651,0.004446715454665803,2.352
V0306,V0327,3,17,51,0.347,8.651,0.004446715454665803,2.352
V0212,V0525,4,42,41,0.689,5.807,0.004443648924496712,2.352
V0394,V0485,4,41,42,0.689,5.807,0.004443648924496712,2.352
V0195,V0504,4,42,41,0.689,5.807,0.004443648924496712,2.352
V0212,V0247,4,42,41,0.689,5.807,0.004443648924496712,2.352
V0397,V0488,3,24,36,0.346,8.681,0.004510693724995198,2.346
V0035,V0383,3,24,36,0.346,8.681,0.004510693724995198,2.346
V0122,V0135,3,36,24,0.346,8.681,0.004510693724995198,2.346
V0303,V0537,3,27,32,0.346,8.681,0.004524470361196516,2.344
V0489,V0537,3,27,32,0.346,8.681,0.004524470361196516,2.344
V0039,V0166,4,56,31,0.694,5.76,0.004532052198335303,2.344
V0005,V0419,4,31,56,0.694,5.76,0.004532052198335303,2.344
V0396,V0512,4,51,34,0.694,5.767,0.004536847766827411,2.343
V0319,V0327,4,34,51,0.694,5.767,0.004536847766827411,2.343
V0215,V0241,4,51,34,0.694,5.767,0.004536847766827411,2.343
V0371,V0526,3,31,28,0.347,8.641,0.004586858137539607,2.338
V0141,V0469,3,28,31,0.347,8.641,0.004586858137539607,2.338
V0114,V0313,3,31,28,0.347,8.641,0.004586858137539607,2.338
V0251,V0421,3,19,46,0.35,8.581,0.004597339038616455,2.337
V0185,V0421,3,19,46,0.35,8.581,0.004597339038616455,2.337
V0047,V0507,3,55,16,0.352,8.523,0.004607363326125768,2.337
V0024,V0533,4,47,37,0.696,5.75,0.004598691962178785,2.337
V0415,V0510,3,29,30,0.348,8.621,0.004618246099806415,2.336
V0016,V0309,5,50,56,1.12,4.464,0.0046235791252477055,2.335
V0335,V0390,3,38,23,0.35,8.581,0.004653370334567269,2.332
V0245,V0248,4,38,46,0.699,5.721,0.0046888581063658065,2.329
V0052,V0404,4,46,38,0.699,5.721,0.0046888581063658065,2.329
V0245,V0275,4,38,46,0.699,5.721,0.0046888581063658065,2.329
V0042,V0511,3,49,18,0.353,8.503,0.004695659828902537,2.328
V0145,V0263,3,18,49,0.353,8.503,0.004695659828902537,2.328
V0244,V0310,4,50,35,0.7,5.714,0.004696548288524476,2.328
V0320,V0339,3,40,22,0.352,8.523,0.00473463504514334,2.325
V0278,V0281,3,22,40,0.352,8.523,0.00473463504514334,2.325
V0064,V0299,3,40,22,0.352,8.523,0.00473463504514334,2.325
V0339,V0426,3,22,40,0.352,8.523,0.00473463504514334,2.325
V0011,V0514,3,40,22,0.352,8.523,0.00473463504514334,2.325
V0002,V0281,3,22,40,0.352,8.523,0.00473463504514334,2.325
V0259,V0338,4,39,45,0.702,5.698,0.004759801460016133,2.322
V0483,V0537,4,55,32,0.704,5.682,0.004772949281912135,2.321
V0091,V0377,4,74,24,0.71,5.631,0.004796844003173818,2.319
V0304,V0320,4,44,40,0.704,5.682,0.00481091340935358,2.318
V0241,V0367,3,34,26,0.354,8.484,0.004827330358750492,2.316
V0187,V0484,3,34,26,0.354,8.484,0.004827330358750492,2.316
V0044,V0496,3,34,26,0.354,8.484,0.004827330358750492,2.316
V0065,V0228,3,26,34,0.354,8.484,0.004827330358750492,2.316
V0093,V0468,3,34,26,0.354,8.484,0.004827330358750492,2.316
V0455,V0525,4,43,41,0.705,5.672,0.004841756394015193,2.315
V0242,V0254,4,41,43,0.705,5.672,0.004841756394015193,2.315
V0218,V0247,4,43,41,0.705,5.672,0.004841756394015193,2.315
V0042,V0153,4,49,36,0.706,5.669,0.00483934212704461,2.315
V0115,V0419,3,16,56,0.358,8.371,0.004849102153428105,2.314
V0212,V0224,4,42,42,0.706,5.669,0.0048520667477772545,2.314
V0035,V0258,3,24,37,0.355,8.446,0.004877857542126124,2.312
V0337,V0472,3,24,37,0.355,8.446,0.004877857542126124,2.312
V0135,V0274,3,24,37,0.355,8.446,0.004877857542126124,2.312
V0154,V0274,3,24,37,0.355,8.446,0.004877857542126124,2.312
V0397,V0533,3,24,37,0.355,8.446,0.004877857542126124,2.312
V0251,V0340,3,19,47,0.357,8.399,0.004887210079892465,2.311
V0054,V0376,3,33,27,0.356,8.418,0.0049412314927374775,2.306
V0289,V0437,3,27,33,0.356,8.418,0.0049412314927374775,2.306
V0306,V0379,3,17,53,0.36,8.324,0.004960068324933501,2.305
V0133,V0547,4,37,48,0.71,5.631,0.004964027525914331,2.304
V0220,V0547,4,37,48,0.71,5.631,0.004964027525914331,2.304
V0172,V0220,4,48,37,0.71,5.631,0.004964027525914331,2.304
V0016,V0138,3,50,18,0.36,8.333,0.004972871460657358,2.303
V0001,V0275,5,62,46,1.141,4.383,0.004996084579382815,2.301
V0010,V0200,5,96,30,1.152,4.34,0.004996146560720822,2.301
V0334,V0384,3,20,45,0.36,8.333,0.005016781019859728,2.3
V0219,V0412,3,45,20,0.36,8.333,0.005016781019859728,2.3
V0123,V0284,3,45,20,0.36,8.333,0.005016781019859728,2.3
V0092,V0219,3,20,45,0.36,8.333,0.005016781019859728,2.3
V0086,V0338,3,20,45,0.36,8.333,0.005016781019859728,2.3
V0363,V0541,3,45,20,0.36,8.333,0.005016781019859728,2.3
V0385,V0537,3,28,32,0.358,8.371,0.005023572571941242,2.299
V0516,V0517,3,32,28,0.358,8.371,0.005023572571941242,2.299
V0294,V0380,3,32,28,0.358,8.371,0.005023572571941242,2.299
V0039,V0051,5,56,51,1.142,4.377,0.005039642521180002,2.298
V0396,V0433,4,51,35,0.714,5.602,0.005045893179736816,2.297
V0215,V0336,4,51,35,0.714,5.602,0.005045893179736816,2.297
V0169,V0332,4,35,51,0.714,5.602,0.005045893179736816,2.297
V0051,V0169,4,51,35,0.714,5.602,0.005045893179736816,2.297
V0141,V0481,4,28,64,0.717,5.58,0.0050416503261293336,2.297
V0166,V0179,3,31,29,0.36,8.343,0.005073371552675147,2.295
V0005,V0532,3,31,29,0.36,8.343,0.005073371552675147,2.295
V0280,V0405,3,36,25,0.36,8.333,0.0050753786263015655,2.295
V0208,V0209,3,25,36,0.36,8.333,0.0050753786263015655,2.295
V0081,V0153,3,25,36,0.36,8.333,0.0050753786263015655,2.295
V0024,V0201,4,47,38,0.714,5.599,0.005069559604044337,2.295
V0245,V0340,4,38,47,0.714,5.599,0.005069559604044337,2.295
V0276,V0278,3,41,22,0.361,8.315,0.005079354431961646,2.294
V0339,V0346,3,22,41,0.361,8.315,0.005079354431961646,2.294
V0191,V0346,3,22,41,0.361,8.315,0.005079354431961646,2.294
V0002,V0504,3,22,41,0.361,8.315,0.005079354431961646,2.294
V0002,V0242,3,22,41,0.361,8.315,0.005079354431961646,2.294
V0076,V0242,3,22,41,0.361,8.315,0.005079354431961646,2.294
V0010,V0498,4,96,19,0.73,5.482,0.005077474002711441,2.294
V0366,V0478,3,30,30,0.36,8.333,0.005090037042450741,2.293
V0410,V0510,3,30,30,0.36,8.333,0.005090037042450741,2.293
V0419,V0453,4,56,32,0.717,5.58,0.005094145393347912,2.293
V0072,V0114,4,58,31,0.719,5.562,0.005145203712845588,2.289
V0052,V0269,4,46,39,0.718,5.574,0.005155057287496523,2.288
V0269,V0275,4,39,46,0.718,5.574,0.005155057287496523,2.288
V0342,V0421,4,39,46,0.718,5.574,0.005155057287496523,2.288
V0185,V0547,3,19,48,0.365,8.224,0.005187989526345451,2.285
V0251,V0547,3,19,48,0.365,8.224,0.005187989526345451,2.285
V0172,V0427,3,48,19,0.365,8.224,0.005187989526345451,2.285
V0244,V0280,4,50,36,0.72,5.556,0.005206526283239244,2.283
V0093,V0379,4,34,53,0.721,5.549,0.005214891526607564,2.283
V0011,V0338,4,40,45,0.72,5.556,0.005219809004053145,2.282
V0123,V0322,4,45,40,0.72,5.556,0.005219809004053145,2.282
V0219,V0413,4,45,40,0.72,5.556,0.005219809004053145,2.282
V0363,V0413,4,45,40,0.72,5.556,0.005219809004053145,2.282
V0310,V0362,3,35,26,0.364,8.242,0.005243601986594121,2.28
V0040,V0367,3,35,26,0.364,8.242,0.005243601986594121,2.28
V0035,V0344,3,24,38,0.365,8.224,0.00526269275508416,2.279
V0135,V0201,3,24,38,0.365,8.224,0.00526269275508416,2.279
V0215,V0539,3,51,18,0.367,8.17,0.005259865645743661,2.279
V0043,V0511,3,51,18,0.367,8.17,0.005259865645743661,2.279
V0043,V0487,3,51,18,0.367,8.17,0.005259865645743661,2.279
V0304,V0346,4,44,41,0.722,5.543,0.005263277184390577,2.279
V0346,V0438,4,41,44,0.722,5.543,0.005263277184390577,2.279
V0304,V0381,4,44,41,0.722,5.543,0.005263277184390577,2.279
V0438,V0525,4,44,41,0.722,5.543,0.005263277184390577,2.279
V0248,V0284,3,46,20,0.368,8.152,0.005339428697739165,2.273
V0061,V0178,4,37,49,0.725,5.516,0.005348474172429303,2.272
V0178,V0417,4,49,37,0.725,5.516,0.005348474172429303,2.272
V0263,V0533,4,49,37,0.725,5.516,0.005348474172429303,2.272
V0263,V0472,4,49,37,0.725,5.516,0.005348474172429303,2.272
V0054,V0483,4,33,55,0.726,5.51,0.005343519806809365,2.272
V0072,V0194,3,58,16,0.371,8.082,0.00535551186732512,2.271
V0292,V0523,3,27,34,0.367,8.17,0.0053805644381158335,2.269
V0130,V0161,3,27,34,0.367,8.17,0.0053805644381158335,2.269
V0187,V0289,3,34,27,0.367,8.17,0.0053805644381158335,2.269
V0019,V0426,3,23,40,0.368,8.152,0.005384844251757044,2.269
V0019,V0320,3,23,40,0.368,8.152,0.005384844251757044,2.269
V0356,V0426,3,23,40,0.368,8.152,0.005384844251757044,2.269
V0019,V0359,3,23,40,0.368,8.152,0.005384844251757044,2.269
V0023,V0198,3,44,21,0.37,8.117,0.005423714139517348,2.266
V0224,V0386,3,42,22,0.37,8.117,0.0054389515942154625,2.264
V0437,V0517,3,33,28,0.37,8.117,0.00548468261548233,2.261
V0054,V0385,3,33,28,0.37,8.117,0.00548468261548233,2.261
V0436,V0464,3,28,33,0.37,8.117,0.00548468261548233,2.261
V0054,V0517,3,33,28,0.37,8.117,0.00548468261548233,2.261
V0255,V0313,3,33,28,0.37,8.117,0.00548468261548233,2.261
V0255,V0385,3,33,28,0.37,8.117,0.00548468261548233,2.261
V0255,V0436,3,33,28,0.37,8.117,0.00548468261548233,2.261
V0081,V0133,3,25,37,0.37,8.108,0.005486880885000402,2.261
V0197,V0472,3,25,37,0.37,8.108,0.005486880885000402,2.261
V0360,V0533,3,25,37,0.37,8.108,0.005486880885000402,2.261
V0042,V0353,3,49,19,0.372,8.056,0.005499798334725967,2.26
V0042,V0389,3,49,19,0.372,8.056,0.005499798334725967,2.26
V0146,V0178,3,19,49,0.372,8.056,0.005499798334725967,2.26
V0056,V0513,3,17,55,0.374,8.021,0.00550814909608129,2.259
V0047,V0056,3,55,17,0.374,8.021,0.00550814909608129,2.259
V0047,V0502,5,55,53,1.166,4.288,0.005506835139482574,2.259
V0142,V0294,3,29,32,0.371,8.082,0.005554761699769568,2.255
V0142,V0453,3,29,32,0.371,8.082,0.005554761699769568,2.255
V0453,V0532,3,32,29,0.371,8.082,0.005554761699769568,2.255
V0080,V0129,4,39,47,0.733,5.456,0.0055718584943259325,2.254
V0340,V0342,4,47,39,0.733,5.456,0.0055718584943259325,2.254
V0231,V0277,4,26,71,0.738,5.417,0.005566639747648817,2.254
V0063,V0414,3,30,31,0.372,8.065,0.005590001735718563,2.253
V0200,V0469,3,30,31,0.372,8.065,0.005590001735718563,2.253
V0114,V0478,3,31,30,0.372,8.065,0.005590001735718563,2.253
V0209,V0215,4,36,51,0.734,5.447,0.005592045731645069,2.252
V0396,V0495,4,51,36,0.734,5.447,0.005592045731645069,2.252
V0043,V0153,4,51,36,0.734,5.447,0.005592045731645069,2.252
V0215,V0383,4,51,36,0.734,5.447,0.005592045731645069,2.252
V0064,V0248,4,40,46,0.736,5.435,0.005651487114430619,2.248
V0248,V0413,4,46,40,0.736,5.435,0.005651487114430619,2.248
V0007,V0154,3,39,24,0.374,8.013,0.005665442830492159,2.247
V0259,V0302,3,39,24,0.374,8.013,0.005665442830492159,2.247
V0135,V0269,3,24,39,0.374,8.013,0.005665442830492159,2.247
V0367,V0495,3,26,36,0.374,8.013,0.00568098272335477,2.246
V0367,V0383,3,26,36,0.374,8.013,0.00568098272335477,2.246
V0129,V0214,3,47,20,0.376,7.979,0.005674405451699682,2.246
V0123,V0276,4,45,41,0.738,5.42,0.0057088260328492495,2.243
V0123,V0242,4,45,41,0.738,5.42,0.0057088260328492495,2.243
V0073,V0224,4,44,42,0.739,5.411,0.00574341445504397,2.241
V0224,V0304,4,42,44,0.739,5.411,0.00574341445504397,2.241
V0053,V0485,4,44,42,0.739,5.411,0.00574341445504397,2.241
V0212,V0304,4,42,44,0.739,5.411,0.00574341445504397,2.241
V0212,V0438,4,42,44,0.739,5.411,0.00574341445504397,2.241
V0023,V0485,4,44,42,0.739,5.411,0.00574341445504397,2.241
V0121,V0188,4,43,43,0.74,5.408,0.005754974827970791,2.24
V0244,V0370,4,50,37,0.74,5.405,0.005752479703201007,2.24
V0133,V0368,4,37,50,0.74,5.405,0.005752479703201007,2.24
V0016,V0274,4,50,37,0.74,5.405,0.005752479703201007,2.24
V0019,V0525,3,23,41,0.377,7.953,0.005775192354828943,2.238
V0308,V0549,3,41,23,0.377,7.953,0.005775192354828943,2.238
V0338,V0501,3,45,21,0.378,7.937,0.005779780619217766,2.238
V0365,V0384,3,21,45,0.378,7.937,0.005779780619217766,2.238
V0198,V0363,3,21,45,0.378,7.937,0.005779780619217766,2.238
V0082,V0132,4,32,58,0.742,5.388,0.005779702715585398,2.238
V0176,V0309,3,17,56,0.381,7.878,0.005795425968519856,2.237
V0309,V0411,3,56,17,0.381,7.878,0.005795425968519856,2.237
V0034,V0433,4,53,35,0.742,5.391,0.005796366694111761,2.237
V0175,V0454,3,22,43,0.378,7.928,0.005813609996442439,2.236
V0076,V0254,3,22,43,0.378,7.928,0.005813609996442439,2.236
V0339,V0531,3,22,43,0.378,7.928,0.005813609996442439,2.236
V0386,V0531,3,22,43,0.378,7.928,0.005813609996442439,2.236
V0121,V0299,3,43,22,0.378,7.928,0.005813609996442439,2.236
V0244,V0473,3,50,19,0.38,7.895,0.005822753515606725,2.235
V0012,V0307,3,19,50,0.38,7.895,0.005822753515606725,2.235
V0307,V0498,3,50,19,0.38,7.895,0.005822753515606725,2.235
V0292,V0310,3,27,35,0.378,7.937,0.005842812712001607,2.233
V0289,V0387,3,27,35,0.378,7.937,0.005842812712001607,2.233
V0303,V0458,3,27,35,0.378,7.937,0.005842812712001607,2.233
V0169,V0326,3,35,27,0.378,7.937,0.005842812712001607,2.233
V0169,V0489,3,35,27,0.378,7.937,0.005842812712001607,2.233
V0077,V0355,3,14,69,0.386,7.764,0.005889661668028192,2.23
V0291,V0405,3,38,25,0.38,7.895,0.00591801190407009,2.228
V0152,V0434,3,25,38,0.38,7.895,0.00591801190407009,2.228
V0044,V0483,4,34,55,0.748,5.348,0.005958172513322084,2.225
V0047,V0241,4,55,34,0.748,5.348,0.005958172513322084,2.225
