vendor_a,vendor_b,shared_tenders,expected_conditional_shared,conditional_enrichment,weighted_market_overlap,market_count,market_concentration,shrunk_win_uplift,persistence,enrichment_signal,win_effect_signal,specialization_discount,breadth_signal,relationship_strength,context_adjusted_strength
V0231,V0434,3,2.5667,1.1688,0.1364,1,1.0,0.0,0.7333,0.3228556426064634,0.0,0.44999999999999996,0.25,0.29715947491226213,0.13372176371051794
V0223,V0407,3,2.8,1.0714,0.1875,1,1.0,-0.0471,0.7667,0.3036932911264281,0.0,0.44999999999999996,0.25,0.29713265189424987,0.13370969335241242
V0025,V0113,3,3.0667,0.9783,0.125,1,1.0,0.0,0.8,0.28451529880857973,0.0,0.44999999999999996,0.25,0.2970803545830029,0.1336861595623513
V0016,V0066,4,3.75,1.0667,0.1905,1,1.0,0.0,0.7667,0.302745970818787,0.0,0.44999999999999996,0.25,0.2968010897865755,0.13356049040395895
V0152,V0434,3,2.3833,1.2587,0.1429,1,1.0,0.0,0.7,0.33979358305802104,0.0,0.44999999999999996,0.25,0.2964277540703073,0.13339248933163828
V0091,V0248,3,2.6,1.1538,0.12,1,1.0,0.0,0.7333,0.31996131466461963,0.0,0.44999999999999996,0.25,0.2961464601326168,0.13326590705967756
V0395,V0469,3,2.4286,1.2353,0.1304,1,1.0,0.0,0.7,0.33545061636780293,0.0,0.44999999999999996,0.25,0.294907715728731,0.13270847207792894
V0256,V0396,3,2.449,1.225,0.1579,1,1.0,0.0,0.7,0.3335245390783386,0.0,0.44999999999999996,0.25,0.29423358867741845,0.13240511490483828
V0014,V0309,3,3.5294,0.85,0.1579,1,1.0,-0.0544,0.8333,0.2565523382396534,0.0,0.44999999999999996,0.25,0.2939533183838787,0.13227899327274542
V0022,V0329,3,2.6667,1.125,0.1304,1,1.0,0.0,0.7268,0.31434725733318625,0.0,0.44999999999999996,0.25,0.29288154006661515,0.13179669302997682
V0188,V0284,3,2.5161,1.1923,0.1364,1,1.0,0.0,0.7,0.3273500848596009,0.0,0.44999999999999996,0.25,0.2920725297008603,0.13143263836538713
V0263,V0458,3,2.7429,1.0938,0.1579,1,1.0,0.0,0.7333,0.3081788455426241,0.0,0.44999999999999996,0.25,0.2920225959399184,0.13141016817296328
V0200,V0262,3,2.5263,1.1875,0.1429,1,1.0,0.0,0.7,0.32643599915693716,0.0,0.44999999999999996,0.25,0.29175259970492795,0.13128866986721757
V0025,V0026,5,6.1333,0.8152,0.1923,1,1.0,-0.0339,0.8333,0.2486328995459956,0.0,0.44999999999999996,0.25,0.29118151484109844,0.1310316816784943
V0217,V0422,3,2.5,1.2,0.375,1,1.0,0.0,0.6901,0.32881225852876034,0.0,0.44999999999999996,0.25,0.2906042904850661,0.13077193071827972
V0091,V0526,3,2.5714,1.1667,0.125,1,1.0,0.0,0.7,0.32245164394864717,0.0,0.44999999999999996,0.25,0.29035807538202646,0.1306611339219119
V0064,V0188,3,1.0667,2.8125,0.2,1,1.0,0.0,0.2858,0.5581082531480769,0.0,0.44999999999999996,0.25,0.2899978886018269,0.1304990498708221
V0185,V0332,3,1.194,2.5125,0.1667,1,1.0,0.0,0.3433,0.5239294847075265,0.0,0.44999999999999996,0.25,0.28953531964763424,0.13029089384143538
V0275,V0419,3,3.4286,0.875,0.1579,1,1.0,0.0,0.8,0.26215017250890227,0.0,0.44999999999999996,0.25,0.2892525603781158,0.1301636521701521
V0202,V0529,3,2.619,1.1455,0.1304,1,1.0,0.0,0.7,0.3183511115389864,0.0,0.44999999999999996,0.25,0.28892288903864516,0.13001530006739032
V0014,V0242,3,2.625,1.1429,0.1579,1,1.0,0.0,0.7,0.31784542906974,0.0,0.44999999999999996,0.25,0.28874590017440893,0.129935655078484
V0014,V0413,3,2.6471,1.1333,0.1875,1,1.0,0.0,0.7,0.31597296394484964,0.0,0.44999999999999996,0.25,0.28809053738069734,0.1296407418213138
V0062,V0174,3,2.8936,1.0368,0.1364,1,1.0,0.0,0.7333,0.29666848126808165,0.0,0.44999999999999996,0.25,0.2879939684438285,0.12959728579972282
V0184,V0513,3,2.8966,1.0357,0.1304,1,1.0,0.0,0.7333,0.2964431967294825,0.0,0.44999999999999996,0.25,0.28791511885531884,0.12956180348489346
V0313,V0332,4,3.5821,1.1167,0.1481,1,1.0,0.0,0.7,0.3127151884614605,0.0,0.44999999999999996,0.25,0.28695031596151116,0.12912764218268
V0141,V0286,3,2.6984,1.1118,0.125,1,1.0,0.0,0.7,0.3117486709575471,0.0,0.44999999999999996,0.25,0.28661203483514147,0.12897541567581364
V0132,V0327,3,3.6,0.8333,0.1364,1,1.0,0.0,0.8,0.2527706812147373,0.0,0.44999999999999996,0.25,0.28596973842515805,0.12868638229132112
V0062,V0454,4,3.9787,1.0053,0.1667,1,1.0,0.0,0.7333,0.2901685004319859,0.0,0.44999999999999996,0.25,0.28571897515119504,0.12857353881803776
V0033,V0200,3,2.7368,1.0962,0.1364,1,1.0,0.0,0.7,0.30865659153254194,0.0,0.44999999999999996,0.25,0.28552980703638964,0.12848841316637533
V0010,V0498,3,2.7451,1.0929,0.1429,1,1.0,0.0,0.7,0.307999549601638,0.0,0.44999999999999996,0.25,0.28529984236057326,0.12838492906225796
V0303,V0422,3,2.0,1.5,0.4286,1,1.0,0.0,0.5701,0.3821229151533518,0.0,0.44999999999999996,0.25,0.2852630203036731,0.1283683591366529
V0039,V0132,3,2.7654,1.0848,0.1111,1,1.0,0.0,0.7,0.3063824078234543,0.0,0.44999999999999996,0.25,0.28473384273820895,0.12813022923219403
V0061,V0513,4,4.0625,0.9846,0.1667,1,1.0,0.0,0.7333,0.28584125014689,0.0,0.44999999999999996,0.25,0.28420443755141145,0.12789199689813513
V0191,V0526,3,2.7857,1.0769,0.12,1,1.0,0.0,0.7,0.30479913183072893,0.0,0.44999999999999996,0.25,0.2841796961407551,0.12788086326333978
V0152,V0465,3,2.8167,1.0651,0.1304,1,1.0,0.0,0.7,0.3024229871992355,0.0,0.44999999999999996,0.25,0.28334804551973236,0.12750662048387956
V0010,V0141,3,2.4286,1.2353,0.1304,1,1.0,0.0,0.6413,0.33545061636780293,0.0,0.44999999999999996,0.25,0.283167715728731,0.12742547207792895
V0215,V0336,3,1.7333,1.7308,0.1667,1,1.0,0.0,0.4933,0.4189484911864458,0.0,0.44999999999999996,0.25,0.282791971915256,0.1272563873618652
V0221,V0230,3,1.4286,2.1,0.3,1,1.0,0.0,0.3996,0.47183132821757545,0.0,0.44999999999999996,0.25,0.2825609648761514,0.1271524341942681
V0061,V0302,3,3.125,0.96,0.1364,1,1.0,0.0,0.7333,0.28063964297201854,0.0,0.44999999999999996,0.25,0.28238387504020646,0.12707274376809288
V0016,V0412,3,2.8644,1.0473,0.1304,1,1.0,0.0,0.7,0.29881282139574294,0.0,0.44999999999999996,0.25,0.28208448748851,0.12693801936982949
V0144,V0308,3,2.3833,1.2587,0.1429,1,1.0,0.0,0.626,0.33979358305802104,0.0,0.44999999999999996,0.25,0.2816277540703073,0.12673248933163828
V0041,V0223,3,4.4,0.6818,0.15,1,1.0,0.0,0.8333,0.21680039754612493,0.0,0.44999999999999996,0.25,0.28004013914114373,0.12601806261351467
V0141,V0202,3,2.9683,1.0107,0.12,1,1.0,0.0,0.7,0.291290002558922,0.0,0.44999999999999996,0.25,0.27945150089562265,0.1257531754030302
V0063,V0495,3,3.2653,0.9187,0.1304,1,1.0,0.0,0.7333,0.271758271002985,0.0,0.44999999999999996,0.25,0.2792753948510447,0.1256739276829701
V0064,V0187,3,1.3333,2.25,0.1765,1,1.0,0.0,0.3482,0.49153731178849297,0.0,0.44999999999999996,0.25,0.27917805912597254,0.12563012660668763
V0115,V0335,5,3.8571,1.2963,0.3125,1,1.0,0.0,0.5997,0.3466786649829591,0.0,0.44999999999999996,0.25,0.27877753274403566,0.12544988973481602
V0242,V0254,3,3.0,1.0,0.15,1,1.0,0.0,0.7,0.2890648263178878,0.0,0.44999999999999996,0.25,0.2786726892112607,0.1254027101450673
V0010,V0378,3,3.0196,0.9935,0.1364,1,1.0,0.0,0.7,0.2877072638097998,0.0,0.44999999999999996,0.25,0.27819754233342986,0.12518889405004344
V0159,V0525,4,2.3571,1.697,0.25,1,1.0,0.0,0.479,0.4137545352427983,0.0,0.44999999999999996,0.25,0.2781140873349794,0.1251513393007407
V0152,V0231,3,3.0333,0.989,0.125,1,1.0,0.0,0.7,0.2867648173263884,0.0,0.44999999999999996,0.25,0.2778676860642359,0.12504045872890615
V0132,V0211,3,2.8,1.0714,0.15,1,1.0,0.0,0.6692,0.3036932911264281,0.0,0.44999999999999996,0.25,0.27763265189424985,0.12493469335241242
V0080,V0098,3,1.75,1.7143,0.3333,1,1.0,0.0,0.4649,0.41642106082884556,0.0,0.44999999999999996,0.25,0.27622737129009595,0.12430231708054316
V0115,V0492,3,1.6071,1.8667,0.2727,1,1.0,0.0,0.4189,0.4392024765959333,0.0,0.44999999999999996,0.25,0.27500086680857666,0.12375039006385949
V0297,V0359,4,2.8261,1.4154,0.2105,1,1.0,0.0,0.5426,0.3677662301865217,0.0,0.44999999999999996,0.25,0.2747381805652826,0.12363218125437715
V0159,V0526,3,2.5714,1.1667,0.125,1,1.0,0.0,0.615,0.32245164394864717,0.0,0.44999999999999996,0.25,0.2733580753820265,0.12301113392191192
V0023,V0178,3,3.25,0.9231,0.1364,1,1.0,0.0,0.7,0.27271352287688155,0.0,0.44999999999999996,0.25,0.2729497330069085,0.12282737985310882
V0468,V0548,3,1.9259,1.5577,0.1364,1,1.0,0.0,0.4896,0.3916386290126219,0.0,0.44999999999999996,0.25,0.27249352015441763,0.12262208406948792
V0242,V0379,3,4.125,0.7273,0.1304,1,1.0,0.0,0.7552,0.227933013554533,0.0,0.44999999999999996,0.25,0.26831655474408656,0.12074244963483893
V0395,V0406,3,3.5079,0.8552,0.1111,1,1.0,0.0,0.7,0.257722893059454,0.0,0.44999999999999996,0.25,0.26770301257080886,0.12046635565686398
V0186,V0548,3,1.3333,2.25,0.1667,1,1.0,0.0,0.289,0.49153731178849297,0.0,0.44999999999999996,0.25,0.2673380591259725,0.12030212660668763
V0062,V0344,3,3.9787,0.754,0.12,1,1.0,0.0,0.7333,0.23433003948260384,0.0,0.44999999999999996,0.25,0.2661755138189113,0.11977898121851008
V0039,V0186,3,1.5556,1.9286,0.15,1,1.0,0.0,0.3466,0.44811151901769153,0.0,0.44999999999999996,0.25,0.26365903165619203,0.1186465642452864
V0141,V0329,3,3.7778,0.7941,0.1071,1,1.0,0.0,0.7,0.24375689383676857,0.0,0.44999999999999996,0.25,0.26281491284286895,0.11826671077929102
V0144,V0494,3,2.0167,1.4876,0.1579,1,1.0,0.0,0.4612,0.38004928763385,0.0,0.44999999999999996,0.25,0.26275725067184746,0.11824076280233135
V0159,V0304,3,2.3571,1.2727,0.1765,1,1.0,0.0,0.5159,0.3423704785237556,0.0,0.44999999999999996,0.25,0.26050966748331444,0.11722935036749149
V0120,V0332,3,3.3433,0.8973,0.1111,1,1.0,0.0,0.6458,0.26708081464315153,0.0,0.44999999999999996,0.25,0.26013828512510306,0.11706222830629637
V0047,V0360,3,1.4545,2.0625,0.1765,1,1.0,0.0,0.2952,0.4667558206429464,0.0,0.44999999999999996,0.25,0.2599045372250312,0.11695704175126403
V0136,V0141,3,1.8889,1.5882,0.1429,1,1.0,0.0,0.4107,0.3965822295048143,0.0,0.44999999999999996,0.25,0.25844378032668497,0.11629970114700823
V0136,V0395,3,1.8889,1.5882,0.1429,1,1.0,0.0,0.4107,0.3965822295048143,0.0,0.44999999999999996,0.25,0.25844378032668497,0.11629970114700823
V0395,V0420,3,1.8889,1.5882,0.1429,1,1.0,0.0,0.4107,0.3965822295048143,0.0,0.44999999999999996,0.25,0.25844378032668497,0.11629970114700823
V0200,V0355,3,1.0526,2.85,0.2143,1,1.0,0.0,0.1143,0.5621901688502335,0.0,0.44999999999999996,0.25,0.2571265590975817,0.11570695159391176
V0242,V0473,3,2.25,1.3333,0.1667,1,1.0,0.0,0.4711,0.3533446953177762,0.0,0.44999999999999996,0.25,0.25539064336122164,0.11492578951254973
V0335,V0458,4,4.2857,0.9333,0.2222,1,1.0,0.0,0.5997,0.27491959087395523,0.0,0.44999999999999996,0.25,0.2536618568058843,0.11414783556264793
V0441,V0458,3,1.4286,2.1,0.2727,1,1.0,0.0,0.2541,0.47183132821757545,0.0,0.44999999999999996,0.25,0.2534609648761514,0.11405743419426811
V0220,V0359,3,2.8261,1.0615,0.15,1,1.0,0.0,0.5389,0.3016953581632288,0.0,0.44999999999999996,0.25,0.25087337535713006,0.11289301891070852
V0092,V0132,3,2.8,1.0714,0.15,1,1.0,0.0,0.5262,0.3036932911264281,0.0,0.44999999999999996,0.25,0.24903265189424986,0.11206469335241243
V0236,V0263,3,1.3714,2.1875,0.1875,1,1.0,0.0,0.2101,0.48343934100662456,0.0,0.44999999999999996,0.25,0.2487237693523186,0.11192569620854335
V0115,V0458,3,3.2143,0.9333,0.1875,1,1.0,0.0,0.5664,0.27491959087395523,0.0,0.44999999999999996,0.25,0.24700185680588435,0.11115083556264795
V0082,V0132,3,2.8,1.0714,0.15,1,1.0,0.0,0.4929,0.3036932911264281,0.0,0.44999999999999996,0.25,0.24237265189424986,0.10906769335241243
V0141,V0243,3,1.619,1.8529,0.15,1,1.0,0.0,0.2512,0.4371900777676392,0.0,0.44999999999999996,0.25,0.24075652721867372,0.10834043724840316
V0047,V0215,3,2.766,1.0846,0.15,1,1.0,0.0,0.4666,0.30634239895966153,0.0,0.44999999999999996,0.25,0.23803983963588154,0.10711792783614668
V0022,V0529,3,2.8571,1.05,0.125,1,1.0,0.0,0.4736,0.29936244559696296,0.0,0.44999999999999996,0.25,0.23699685595893705,0.10664858518152166
V0033,V0240,3,1.8246,1.6442,0.1667,1,1.0,0.0,0.2874,0.4055091867957579,0.0,0.44999999999999996,0.25,0.23690821537851528,0.10660869692033187
V0469,V0498,3,1.1765,2.55,0.2308,1,1.0,0.0,0.0629,0.5283581888915366,0.0,0.44999999999999996,0.25,0.23500536611203782,0.10575241475041701
V0051,V0458,3,1.3867,2.1635,0.1667,1,1.0,0.0,0.1357,0.4802874515285981,0.0,0.44999999999999996,0.25,0.23274060803500932,0.10473327361575419
V0120,V0313,3,3.1343,0.9571,0.1154,1,1.0,0.0,0.4543,0.2800221483172535,0.0,0.44999999999999996,0.25,0.22636775191103872,0.10186548835996742
V0141,V0406,3,3.5079,0.8552,0.1111,1,1.0,0.0,0.4818,0.257722893059454,0.0,0.44999999999999996,0.25,0.2240630125708089,0.100828355656864
V0060,V0249,3,2.4237,1.2378,0.1429,1,1.0,0.0,0.2479,0.3359167723165258,0.0,0.44999999999999996,0.25,0.20465087031078402,0.0920928916398528
V0159,V0438,3,2.619,1.1455,0.1667,1,1.0,0.0,0.2458,0.3183511115389864,0.0,0.44999999999999996,0.25,0.19808288903864524,0.08913730006739035
V0061,V0178,3,4.0625,0.7385,0.12,1,1.0,0.0,0.3733,0.23062836761023153,0.0,0.44999999999999996,0.25,0.19287992866358103,0.08679596789861145
V0231,V0494,3,2.5667,1.1688,0.1364,1,1.0,0.0,0.185,0.3228556426064634,0.0,0.44999999999999996,0.25,0.18749947491226218,0.08437476371051797
