vendor_a,vendor_b,observed_shared_tenders,vendor_a_tenders,vendor_b_tenders,expected_shared_tenders,enrichment_ratio,p_value,surprise_score,dominant_category,category_share,dominant_region,region_share,context_concentration,contextual_adjustment,contextual_enrichment
V0035,V0215,4,24,51,0.49,8.17,0.0012083603530090837,2.918,IT_SERVICES,1.0,KA-CENTRAL,0.719,0.888,0.601,4.907
V0251,V0547,3,19,48,0.365,8.224,0.005187989526345451,2.285,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.741,0.896,0.597,4.907
V0280,V0379,6,36,53,0.763,7.862,8.139757316887905e-05,4.089,FURNITURE,0.725,KA-SOUTH,1.0,0.835,0.624,4.907
V0367,V0383,3,26,36,0.374,8.013,0.00568098272335477,2.246,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.654,0.862,0.612,4.906
V0320,V0345,3,40,27,0.432,6.944,0.00850862676892116,2.07,WATER_INFRASTRUCTURE,0.652,KA-SOUTH,0.652,0.652,0.707,4.906
V0054,V0525,4,33,41,0.541,7.391,0.001807383431724312,2.743,WATER_INFRASTRUCTURE,0.735,KA-CENTRAL,0.765,0.747,0.664,4.906
V0142,V0402,3,29,29,0.336,8.918,0.004188943367667827,2.378,VEHICLE_SUPPLIES,1.0,KA-BENGALURU,1.0,1.0,0.55,4.905
V0310,V0362,3,35,26,0.364,8.242,0.005243601986594121,2.28,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.75,0.9,0.595,4.904
V0132,V0319,6,58,34,0.789,7.606,9.750551127477693e-05,4.011,FURNITURE,1.0,KA-CENTRAL,0.475,0.79,0.644,4.902
V0078,V0410,3,36,30,0.432,6.944,0.008527696193246679,2.069,ROAD_CONSTRUCTION,0.722,AP-SOUTH,0.556,0.656,0.705,4.896
V0123,V0309,7,45,56,1.008,6.944,4.5296089357084925e-05,4.344,FURNITURE,0.537,KA-NORTH,0.833,0.656,0.705,4.896
V0133,V0387,4,37,35,0.518,7.722,0.0015326833501430335,2.815,ROAD_CONSTRUCTION,0.857,KA-NORTH,0.75,0.814,0.634,4.892
V0271,V0547,3,24,48,0.461,6.51,0.010131471082750707,1.994,ROAD_CONSTRUCTION,0.647,KA-SOUTH,0.412,0.553,0.751,4.89
V0244,V0276,6,50,41,0.82,7.317,0.0001243453712361784,3.905,FURNITURE,0.8,KA-CENTRAL,0.644,0.738,0.668,4.888
V0245,V0512,4,38,34,0.517,7.74,0.0015186813919419511,2.819,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.548,0.819,0.631,4.886
V0291,V0405,3,38,25,0.38,7.895,0.00591801190407009,2.228,ELECTRICAL_EQUIPMENT,1.0,AP-SOUTH,0.619,0.848,0.619,4.884
V0169,V0326,3,35,27,0.378,7.937,0.005842812712001607,2.233,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.64,0.856,0.615,4.88
V0338,V0502,7,45,53,0.954,7.338,3.135081819747168e-05,4.504,ELECTRICAL_EQUIPMENT,0.655,KA-NORTH,0.879,0.745,0.665,4.879
V0175,V0454,3,22,43,0.378,7.928,0.005813609996442439,2.236,IT_SERVICES,1.0,KA-SOUTH,0.636,0.855,0.615,4.879
V0047,V0209,6,55,36,0.792,7.576,0.00010066475297302427,3.997,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.479,0.792,0.644,4.877
V0129,V0539,3,47,18,0.338,8.865,0.004170160661999178,2.38,IT_SERVICES,1.0,KA-SOUTH,1.0,1.0,0.55,4.876
V0340,V0418,3,47,18,0.338,8.865,0.004170160661999178,2.38,WATER_INFRASTRUCTURE,1.0,KA-NORTH,1.0,1.0,0.55,4.876
V0014,V0127,6,46,43,0.791,7.583,0.0001014714409091142,3.994,FURNITURE,0.75,KA-NORTH,0.861,0.794,0.642,4.872
V0339,V0531,3,22,43,0.378,7.928,0.005813609996442439,2.236,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.643,0.857,0.614,4.87
V0011,V0291,4,40,38,0.608,6.579,0.002803255535523356,2.552,ELECTRICAL_EQUIPMENT,0.69,KA-BENGALURU,0.414,0.579,0.739,4.864
V0066,V0195,7,53,42,0.89,7.862,1.9573539596786026e-05,4.708,FURNITURE,0.881,KA-SOUTH,0.797,0.847,0.619,4.864
V0178,V0241,5,49,34,0.666,7.503,0.000426371473119894,3.37,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.455,0.782,0.648,4.863
V0035,V0144,5,24,68,0.653,7.659,0.0003653186622720899,3.437,IT_SERVICES,1.0,KA-NORTH,0.529,0.812,0.635,4.861
V0182,V0212,4,35,42,0.588,6.803,0.0024714915787468496,2.607,CIVIL_MAINTENANCE,0.621,KA-CENTRAL,0.655,0.634,0.714,4.861
V0078,V0517,3,36,28,0.403,7.44,0.007018079283008273,2.154,WATER_INFRASTRUCTURE,0.619,KA-SOUTH,1.0,0.771,0.653,4.857
V0172,V0376,4,48,27,0.518,7.716,0.001518596304135712,2.819,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.559,0.824,0.629,4.857
V0010,V0460,12,96,42,1.613,7.44,2.1994754663328032e-08,7.658,LAB_EQUIPMENT,1.0,KA-CENTRAL,0.43,0.772,0.653,4.855
V0276,V0310,4,41,35,0.574,6.969,0.0022584590689805678,2.646,FURNITURE,0.778,KA-SOUTH,0.519,0.674,0.697,4.855
V0280,V0352,4,36,38,0.547,7.31,0.001887349330180352,2.724,FURNITURE,0.735,KA-SOUTH,0.765,0.747,0.664,4.853
V0082,V0309,5,32,56,0.717,6.975,0.0005973998332470508,3.224,FURNITURE,0.762,KA-CENTRAL,0.548,0.676,0.696,4.853
V0289,V0320,3,27,40,0.432,6.944,0.00850862676892116,2.07,ROAD_CONSTRUCTION,0.652,KA-SOUTH,0.696,0.67,0.699,4.852
V0304,V0313,4,44,28,0.493,8.117,0.0012569490809126427,2.901,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.735,0.894,0.598,4.851
V0087,V0223,3,22,45,0.396,7.576,0.006608808251249919,2.18,IT_SERVICES,1.0,KA-CENTRAL,0.5,0.8,0.64,4.849
V0054,V0126,3,33,30,0.396,7.576,0.006676274415968079,2.175,WATER_INFRASTRUCTURE,1.0,KA-BENGALURU,0.5,0.8,0.64,4.849
V0396,V0494,5,51,29,0.592,8.452,0.0002374665244289165,3.624,IT_SERVICES,1.0,KA-CENTRAL,0.871,0.948,0.573,4.845
V0014,V0093,4,46,34,0.626,6.394,0.0031085308812513054,2.507,FURNITURE,0.704,TN-NORTH,0.296,0.541,0.757,4.838
V0386,V0531,3,22,43,0.378,7.928,0.005813609996442439,2.236,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.667,0.867,0.61,4.836
V0016,V0138,3,50,18,0.36,8.333,0.004972871460657358,2.303,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.833,0.933,0.58,4.833
V0042,V0273,3,49,22,0.431,6.957,0.00838722215212284,2.076,ROAD_CONSTRUCTION,0.679,KA-NORTH,0.679,0.679,0.695,4.833
V0072,V0194,3,58,16,0.371,8.082,0.00535551186732512,2.271,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.733,0.893,0.598,4.833
V0044,V0371,3,34,31,0.422,7.116,0.007967452439316337,2.099,ROAD_CONSTRUCTION,0.696,KA-SOUTH,0.739,0.713,0.679,4.833
V0478,V0537,3,30,32,0.384,7.812,0.0061186022749535,2.213,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.619,0.848,0.619,4.832
V0025,V0181,3,61,14,0.342,8.782,0.0041548195440265796,2.381,IT_SERVICES,1.0,KA-CENTRAL,1.0,1.0,0.55,4.83
V0215,V0392,4,51,33,0.673,5.942,0.004063700311203153,2.391,ELECTRICAL_EQUIPMENT,0.5,KA-SOUTH,0.292,0.417,0.812,4.828
V0132,V0244,8,58,50,1.16,6.897,1.2889801267366701e-05,4.89,FURNITURE,0.87,KA-CENTRAL,0.362,0.667,0.7,4.828
V0363,V0548,3,45,19,0.342,8.772,0.004318251444073366,2.365,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,1.0,1.0,0.55,4.825
V0071,V0191,3,47,22,0.414,7.253,0.007466274090267647,2.127,ROAD_CONSTRUCTION,1.0,KA-BENGALURU,0.36,0.744,0.665,4.825
V0135,V0281,3,24,40,0.384,7.812,0.0060863406985948295,2.216,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.625,0.85,0.617,4.824
V0199,V0344,3,27,38,0.41,7.31,0.007370229573761667,2.133,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.393,0.757,0.659,4.819
V0419,V0533,6,56,37,0.829,7.239,0.0001308848114175153,3.883,CIVIL_MAINTENANCE,0.694,KA-CENTRAL,0.816,0.743,0.666,4.819
V0073,V0339,3,44,22,0.387,7.748,0.006203505853367533,2.207,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.6,0.84,0.622,4.819
V0326,V0488,3,27,36,0.389,7.716,0.006328302677942122,2.199,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.588,0.835,0.624,4.816
V0327,V0473,3,51,19,0.388,7.74,0.006156968188337919,2.211,FURNITURE,1.0,KA-BENGALURU,0.6,0.84,0.622,4.814
V0144,V0539,4,68,18,0.49,8.17,0.001149455915960935,2.94,IT_SERVICES,1.0,KA-SOUTH,0.783,0.913,0.589,4.813
V0003,V0533,4,40,37,0.592,6.757,0.002537274844083141,2.596,CIVIL_MAINTENANCE,0.743,KA-SOUTH,0.486,0.64,0.712,4.811
V0219,V0352,5,45,38,0.684,7.31,0.0004856042593699027,3.314,FURNITURE,1.0,KA-NORTH,0.4,0.76,0.658,4.81
V0258,V0454,4,37,43,0.636,6.285,0.0033192366796717474,2.479,ELECTRICAL_EQUIPMENT,0.522,KA-CENTRAL,0.522,0.522,0.765,4.809
V0220,V0342,4,37,39,0.577,6.93,0.0023078377297178067,2.637,WATER_INFRASTRUCTURE,0.76,KA-CENTRAL,0.56,0.68,0.694,4.809
V0146,V0178,3,19,49,0.372,8.056,0.005499798334725967,2.26,IT_SERVICES,1.0,KA-NORTH,0.739,0.896,0.597,4.809
V0332,V0483,9,51,55,1.122,8.021,9.209533097835221e-07,6.036,WATER_INFRASTRUCTURE,0.901,KA-CENTRAL,0.873,0.89,0.599,4.808
V0258,V0338,5,37,45,0.666,7.508,0.00042740660967616705,3.369,IT_SERVICES,0.667,KA-NORTH,1.0,0.8,0.64,4.805
V0313,V0421,4,28,46,0.515,7.764,0.0014878173755306407,2.827,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.618,0.847,0.619,4.805
V0019,V0525,3,23,41,0.377,7.953,0.005775192354828943,2.238,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.7,0.88,0.604,4.804
V0073,V0517,4,44,28,0.493,8.117,0.0012569490809126427,2.901,ROAD_CONSTRUCTION,1.0,KA-CENTRAL,0.767,0.907,0.592,4.804
V0392,V0403,3,33,34,0.449,6.684,0.009493294764863613,2.023,ELECTRICAL_EQUIPMENT,0.783,AP-SOUTH,0.391,0.626,0.718,4.801
V0332,V0429,4,51,26,0.53,7.541,0.0016495852053504795,2.783,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.52,0.808,0.636,4.799
V0010,V0431,7,96,23,0.883,7.926,1.465420615206034e-05,4.834,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.692,0.877,0.605,4.798
V0117,V0298,3,20,43,0.344,8.721,0.004407911998541155,2.356,BUILDING_CONSTRUCTION,1.0,KA-NORTH,1.0,1.0,0.55,4.797
V0188,V0284,3,43,20,0.344,8.721,0.004407911998541155,2.356,BUILDING_CONSTRUCTION,1.0,KA-NORTH,1.0,1.0,0.55,4.797
V0153,V0415,3,36,29,0.418,7.184,0.007750999122334535,2.111,WATER_INFRASTRUCTURE,0.769,KA-SOUTH,0.692,0.738,0.668,4.797
V0114,V0387,3,31,35,0.434,6.912,0.00864173192933045,2.063,WATER_INFRASTRUCTURE,0.6,KA-NORTH,0.8,0.68,0.694,4.797
V0308,V0459,3,41,21,0.344,8.711,0.00443692284743662,2.353,IT_SERVICES,1.0,KA-CENTRAL,1.0,1.0,0.55,4.791
V0346,V0476,3,41,21,0.344,8.711,0.00443692284743662,2.353,ROAD_CONSTRUCTION,1.0,KA-SOUTH,1.0,1.0,0.55,4.791
V0016,V0281,5,50,40,0.8,6.25,0.0010134193891437183,2.994,BUILDING_CONSTRUCTION,0.531,TN-NORTH,0.5,0.519,0.767,4.791
V0215,V0369,3,51,19,0.388,7.74,0.006156968188337919,2.211,IT_SERVICES,1.0,KA-SOUTH,0.619,0.848,0.619,4.788
V0455,V0489,3,43,27,0.464,6.46,0.01040147898286948,1.983,CIVIL_MAINTENANCE,0.708,AP-SOUTH,0.375,0.575,0.741,4.788
V0220,V0517,3,37,28,0.414,7.239,0.007580367097097961,2.12,ROAD_CONSTRUCTION,1.0,KA-BENGALURU,0.381,0.752,0.661,4.788
V0241,V0414,3,34,31,0.422,7.116,0.007967452439316337,2.099,ELECTRICAL_EQUIPMENT,0.727,KA-NORTH,0.727,0.727,0.673,4.787
V0292,V0504,3,27,41,0.443,6.775,0.00911464564506936,2.04,BUILDING_CONSTRUCTION,0.652,KA-SOUTH,0.652,0.652,0.707,4.787
V0123,V0244,6,45,50,0.9,6.667,0.00021192568905464528,3.674,FURNITURE,0.767,KA-NORTH,0.419,0.628,0.717,4.783
V0003,V0245,4,40,38,0.608,6.579,0.002803255535523356,2.552,VEHICLE_SUPPLIES,0.667,KA-CENTRAL,0.519,0.607,0.727,4.781
V0195,V0292,3,42,27,0.454,6.614,0.009745524306399857,2.011,FURNITURE,0.5,KA-SOUTH,0.792,0.617,0.722,4.779
V0042,V0353,3,49,19,0.372,8.056,0.005499798334725967,2.26,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.76,0.904,0.593,4.779
V0086,V0396,3,20,51,0.408,7.353,0.007140214015127518,2.146,IT_SERVICES,1.0,KA-CENTRAL,0.444,0.778,0.65,4.779
V0161,V0294,3,34,32,0.435,6.893,0.0087105809307619,2.06,VEHICLE_SUPPLIES,0.667,KA-CENTRAL,0.708,0.683,0.692,4.773
V0187,V0313,3,34,28,0.381,7.878,0.005970567443192651,2.224,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.69,0.876,0.606,4.773
V0066,V0107,3,53,19,0.403,7.448,0.006859609356485698,2.164,BUILDING_CONSTRUCTION,1.0,KA-SOUTH,0.5,0.8,0.64,4.767
V0001,V0053,8,62,44,1.091,7.331,7.940190496289867e-06,5.1,CIVIL_MAINTENANCE,1.0,KA-NORTH,0.443,0.777,0.65,4.767
V0199,V0370,3,27,37,0.4,7.508,0.0068373439141937295,2.165,BUILDING_CONSTRUCTION,1.0,TN-NORTH,0.529,0.812,0.635,4.765
V0062,V0302,3,40,24,0.384,7.812,0.0060863406985948295,2.216,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.667,0.867,0.61,4.765
V0247,V0489,3,41,27,0.443,6.775,0.00911464564506936,2.04,WATER_INFRASTRUCTURE,0.8,KA-CENTRAL,0.45,0.66,0.703,4.763
V0153,V0381,4,36,41,0.59,6.775,0.0025108194109884395,2.6,WATER_INFRASTRUCTURE,0.758,KA-NORTH,0.515,0.661,0.703,4.761
V0276,V0379,7,41,53,0.869,8.053,1.65796770404548e-05,4.78,FURNITURE,1.0,KA-SOUTH,0.776,0.91,0.59,4.755
V0483,V0489,4,55,27,0.594,6.734,0.002527376128266028,2.597,WATER_INFRASTRUCTURE,0.731,KA-NORTH,0.538,0.654,0.706,4.753
V0220,V0387,4,37,35,0.518,7.722,0.0015326833501430335,2.815,ROAD_CONSTRUCTION,0.759,KA-NORTH,1.0,0.855,0.615,4.75
V0359,V0366,3,40,30,0.48,6.25,0.011425345092657488,1.942,WATER_INFRASTRUCTURE,0.667,KA-NORTH,0.333,0.533,0.76,4.75
V0121,V0299,3,43,22,0.378,7.928,0.005813609996442439,2.236,ROAD_CONSTRUCTION,1.0,KA-NORTH,0.727,0.891,0.599,4.75
V0178,V0293,6,49,41,0.804,7.466,0.00011076076201846068,3.956,IT_SERVICES,0.818,KA-NORTH,0.795,0.809,0.636,4.748
V0178,V0259,5,49,39,0.764,6.541,0.0008194947817714493,3.086,ELECTRICAL_EQUIPMENT,0.628,KA-NORTH,0.581,0.609,0.726,4.748
V0438,V0517,4,44,28,0.493,8.117,0.0012569490809126427,2.901,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.806,0.923,0.585,4.747
V0342,V0346,4,39,41,0.64,6.254,0.003383482425301486,2.471,WATER_INFRASTRUCTURE,0.68,KA-CENTRAL,0.32,0.536,0.759,4.746
V0153,V0371,3,36,31,0.446,6.72,0.009348753493049838,2.029,WATER_INFRASTRUCTURE,0.654,KA-NORTH,0.654,0.654,0.706,4.743
V0220,V0426,4,37,40,0.592,6.757,0.002537274844083141,2.596,WATER_INFRASTRUCTURE,0.75,KA-SOUTH,0.531,0.662,0.702,4.743
V0041,V0184,7,39,63,0.983,7.123,3.753631477642632e-05,4.426,LAB_EQUIPMENT,1.0,KA-CENTRAL,0.364,0.745,0.665,4.734
V0040,V0424,4,35,40,0.56,7.143,0.0020584933863191275,2.686,ELECTRICAL_EQUIPMENT,1.0,AP-SOUTH,0.375,0.75,0.662,4.732
V0011,V0129,5,40,47,0.752,6.649,0.0007600147365714453,3.119,ELECTRICAL_EQUIPMENT,0.559,KA-SOUTH,0.765,0.641,0.711,4.731
V0424,V0484,3,40,26,0.416,7.212,0.007647308205667284,2.116,CIVIL_MAINTENANCE,1.0,TN-NORTH,0.414,0.766,0.656,4.728
V0071,V0299,3,47,22,0.414,7.253,0.007466274090267647,2.127,ROAD_CONSTRUCTION,1.0,KA-SOUTH,0.435,0.774,0.652,4.727
V0313,V0483,5,28,55,0.616,8.117,0.0002865393870810805,3.543,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.82,0.928,0.582,4.727
V0342,V0510,3,39,30,0.468,6.41,0.010654052361470982,1.972,WATER_INFRASTRUCTURE,0.692,KA-NORTH,0.423,0.585,0.737,4.724
V0126,V0275,4,30,46,0.552,7.246,0.0019384761496365561,2.713,CIVIL_MAINTENANCE,1.0,KA-CENTRAL,0.433,0.773,0.652,4.724
V0297,V0359,5,39,40,0.624,8.013,0.0003133867314524133,3.504,WATER_INFRASTRUCTURE,0.854,KA-NORTH,1.0,0.912,0.59,4.724
V0063,V0513,5,30,55,0.66,7.576,0.00040177514117280976,3.396,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.595,0.838,0.623,4.72
V0251,V0421,3,19,46,0.35,8.581,0.004597339038616455,2.337,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,1.0,1.0,0.55,4.72
V0199,V0269,3,27,39,0.421,7.123,0.007927236738724794,2.101,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.375,0.75,0.662,4.719
V0003,V0453,4,40,32,0.512,7.812,0.001463561307229272,2.835,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.7,0.88,0.604,4.718
V0320,V0429,3,40,26,0.416,7.212,0.007647308205667284,2.116,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.421,0.768,0.654,4.718
V0077,V0355,3,14,69,0.386,7.764,0.005889661668028192,2.23,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.682,0.873,0.607,4.715
V0054,V0478,3,33,30,0.396,7.576,0.006676274415968079,2.175,WATER_INFRASTRUCTURE,1.0,KA-CENTRAL,0.6,0.84,0.622,4.712
V0344,V0367,3,38,26,0.395,7.591,0.006620242349184571,2.179,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.609,0.843,0.62,4.71
V0367,V0424,3,26,40,0.416,7.212,0.007647308205667284,2.116,ELECTRICAL_EQUIPMENT,1.0,KA-BENGALURU,0.429,0.771,0.653,4.708
V0133,V0297,4,37,39,0.577,6.93,0.0023078377297178067,2.637,ROAD_CONSTRUCTION,0.522,KA-NORTH,1.0,0.713,0.679,4.706
V0308,V0344,4,41,38,0.623,6.418,0.003072649382837031,2.512,ELECTRICAL_EQUIPMENT,0.69,KA-CENTRAL,0.448,0.593,0.733,4.705
V0219,V0504,5,45,41,0.738,6.775,0.00069640148768919,3.157,FURNITURE,0.667,KA-SOUTH,0.7,0.68,0.694,4.702
V0123,V0504,5,45,41,0.738,6.775,0.00069640148768919,3.157,BUILDING_CONSTRUCTION,0.543,KA-NORTH,0.886,0.68,0.694,4.702
V0220,V0470,3,37,33,0.488,6.143,0.011999792271143847,1.921,ROAD_CONSTRUCTION,0.609,KA-NORTH,0.391,0.522,0.765,4.701
V0080,V0241,4,39,34,0.53,7.541,0.0016760252489390367,2.776,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.593,0.837,0.623,4.701
V0119,V0286,4,64,21,0.538,7.44,0.0016858284589467997,2.773,MEDICAL_SUPPLIES,1.0,KA-SOUTH,0.545,0.818,0.632,4.701
V0417,V0454,4,37,43,0.636,6.285,0.0033192366796717474,2.479,IT_SERVICES,0.533,KA-SOUTH,0.6,0.56,0.748,4.701
V0307,V0498,3,50,19,0.38,7.895,0.005822753515606725,2.235,MEDICAL_SUPPLIES,1.0,KA-CENTRAL,0.75,0.9,0.595,4.698
V0293,V0384,5,41,45,0.738,6.775,0.00069640148768919,3.157,ELECTRICAL_EQUIPMENT,0.59,KA-NORTH,0.821,0.682,0.693,4.696
V0013,V0433,3,32,35,0.448,6.696,0.009444970279364024,2.025,ELECTRICAL_EQUIPMENT,0.68,KA-NORTH,0.64,0.664,0.701,4.695
V0349,V0424,3,29,40,0.464,6.466,0.010396954784408817,1.983,ELECTRICAL_EQUIPMENT,0.609,AP-SOUTH,0.609,0.609,0.726,4.695
V0093,V0414,3,34,31,0.422,7.116,0.007967452439316337,2.099,BUILDING_CONSTRUCTION,1.0,KA-CENTRAL,0.391,0.757,0.66,4.693
V0259,V0336,4,39,35,0.546,7.326,0.0018711644810510718,2.728,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.5,0.8,0.64,4.689
V0255,V0525,4,33,41,0.541,7.391,0.001807383431724312,2.743,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.531,0.812,0.634,4.689
V0073,V0121,5,44,43,0.757,6.607,0.0007840144694381874,3.106,ROAD_CONSTRUCTION,0.725,KA-CENTRAL,0.525,0.645,0.71,4.689
V0403,V0513,5,34,55,0.748,6.684,0.0007336245079639726,3.135,ELECTRICAL_EQUIPMENT,0.683,KA-NORTH,0.634,0.663,0.701,4.689
V0320,V0339,3,40,22,0.352,8.523,0.00473463504514334,2.325,ROAD_CONSTRUCTION,1.0,KA-SOUTH,1.0,1.0,0.55,4.688
V0002,V0281,3,22,40,0.352,8.523,0.00473463504514334,2.325,FURNITURE,1.0,KA-CENTRAL,1.0,1.0,0.55,4.688
V0356,V0368,3,23,50,0.46,6.522,0.010060448038357605,1.997,ROAD_CONSTRUCTION,0.625,KA-CENTRAL,0.625,0.625,0.719,4.688
V0145,V0419,3,18,56,0.403,7.44,0.0068450336152225105,2.165,VEHICLE_SUPPLIES,1.0,KA-CENTRAL,0.556,0.822,0.63,4.687
V0201,V0433,4,38,35,0.532,7.519,0.0016960395291556556,2.771,CIVIL_MAINTENANCE,1.0,KA-SOUTH,0.593,0.837,0.623,4.687
V0053,V0273,3,44,22,0.387,7.748,0.006203505853367533,2.207,CIVIL_MAINTENANCE,1.0,KA-SOUTH,0.696,0.878,0.605,4.686
V0308,V0549,3,41,23,0.377,7.953,0.005775192354828943,2.238,IT_SERVICES,1.0,KA-CENTRAL,0.783,0.913,0.589,4.685
V0276,V0319,4,41,34,0.558,7.174,0.0020242135550057375,2.694,FURNITURE,1.0,KA-NORTH,0.429,0.771,0.653,4.684
V0019,V0455,3,23,43,0.396,7.583,0.006606122888675352,2.18,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.625,0.85,0.617,4.683
V0326,V0472,3,27,37,0.4,7.508,0.0068373439141937295,2.165,VEHICLE_SUPPLIES,1.0,KA-SOUTH,0.591,0.836,0.624,4.682
V0007,V0154,3,39,24,0.374,8.013,0.005665442830492159,2.247,BUILDING_CONSTRUCTION,1.0,TN-NORTH,0.81,0.924,0.584,4.682
V0230,V0533,4,41,37,0.607,6.592,0.002781987600209119,2.556,CIVIL_MAINTENANCE,0.719,KA-NORTH,0.531,0.644,0.71,4.682
V0495,V0513,6,36,55,0.792,7.576,0.00010066475297302427,3.997,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.623,0.849,0.618,4.681
V0373,V0438,3,22,44,0.387,7.748,0.006203505853367533,2.207,CIVIL_MAINTENANCE,1.0,TN-NORTH,0.7,0.88,0.604,4.68
V0066,V0242,7,53,41,0.869,8.053,1.65796770404548e-05,4.78,FURNITURE,1.0,KA-SOUTH,0.827,0.931,0.581,4.68
V0297,V0410,3,39,30,0.468,6.41,0.010654052361470982,1.972,WATER_INFRASTRUCTURE,0.684,KA-NORTH,0.474,0.6,0.73,4.679
V0123,V0352,5,45,38,0.684,7.31,0.0004856042593699027,3.314,FURNITURE,1.0,KA-NORTH,0.5,0.8,0.64,4.678
V0465,V0513,3,18,55,0.396,7.576,0.006507659728782373,2.187,IT_SERVICES,1.0,KA-NORTH,0.625,0.85,0.617,4.678
V0383,V0434,4,36,38,0.547,7.31,0.001887349330180352,2.724,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.5,0.8,0.64,4.678
V0062,V0208,3,40,25,0.4,7.5,0.006840173787376161,2.165,ELECTRICAL_EQUIPMENT,1.0,KA-SOUTH,0.591,0.836,0.624,4.677
V0304,V0400,3,44,24,0.422,7.102,0.007955710795078586,2.099,WATER_INFRASTRUCTURE,1.0,KA-SOUTH,0.4,0.76,0.658,4.673
V0158,V0169,3,34,35,0.476,6.303,0.01117920998440935,1.952,VEHICLE_SUPPLIES,0.708,TN-NORTH,0.375,0.575,0.741,4.672
V0249,V0288,3,37,29,0.429,6.99,0.008369540213817125,2.077,CIVIL_MAINTENANCE,0.737,KA-CENTRAL,0.737,0.737,0.668,4.672
V0154,V0504,3,24,41,0.394,7.622,0.006525608948617259,2.185,BUILDING_CONSTRUCTION,1.0,KA-NORTH,0.654,0.862,0.612,4.667
V0241,V0367,3,34,26,0.354,8.484,0.004827330358750492,2.316,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,1.0,1.0,0.55,4.666
V0188,V0362,3,43,26,0.447,6.708,0.009356810424047486,2.029,CIVIL_MAINTENANCE,0.692,KA-NORTH,0.654,0.677,0.695,4.665
V0034,V0434,6,53,38,0.806,7.448,0.00011167253952056303,3.952,ELECTRICAL_EQUIPMENT,1.0,KA-CENTRAL,0.576,0.83,0.626,4.665
V0368,V0371,4,50,31,0.62,6.452,0.002993397743186319,2.524,ROAD_CONSTRUCTION,0.538,KA-CENTRAL,0.731,0.615,0.723,4.665
V0346,V0510,3,41,30,0.492,6.098,0.01222832122230094,1.913,ROAD_CONSTRUCTION,0.611,KA-SOUTH,0.389,0.522,0.765,4.665
V0349,V0495,3,29,36,0.418,7.184,0.007750999122334535,2.111,ELECTRICAL_EQUIPMENT,1.0,KA-NORTH,0.45,0.78,0.649,4.662
V0368,V0410,4,50,30,0.6,6.667,0.0026458298642862534,2.577,ROAD_CONSTRUCTION,0.719,KA-NORTH,0.594,0.669,0.699,4.661
V0433,V0485,4,35,42,0.588,6.803,0.0024714915787468496,2.607,ELECTRICAL_EQUIPMENT,0.794,KA-BENGALURU,0.559,0.7,0.685,4.66
V0114,V0478,3,31,30,0.372,8.065,0.005590001735718563,2.253,WATER_INFRASTRUCTURE,1.0,KA-NORTH,0.846,0.938,0.578,4.659
